
                             RF1_thick_desl_1e  RF1_thick_desl_1e  U1_thick_desl_1e4
                  X               4_aplic            4_apoio             _aplic     

              640.E-03           624.367           -624.377             26.5199E-03 
              641.251E-03        626.025           -626.034             26.5903E-03 
              642.502E-03        627.677           -627.688             26.6604E-03 
              643.753E-03        629.323           -629.336             26.7305E-03 
              645.001E-03        630.962           -630.974             26.8002E-03 
              646.252E-03        632.6             -632.61              26.8695E-03 
              647.503E-03        634.232           -634.243             26.9389E-03 
              648.751E-03        635.853           -635.866             27.0081E-03 
              650.002E-03        637.475           -637.487             27.0767E-03 
              651.253E-03        639.091           -639.103             27.1453E-03 
              652.5E-03          640.698           -640.709             27.2137E-03 
              653.751E-03        642.303           -642.315             27.2818E-03 
              655.002E-03        643.902           -643.915             27.3497E-03 
              656.25E-03         645.493           -645.505             27.4174E-03 
              657.501E-03        647.082           -647.094             27.4849E-03 
              658.752E-03        648.664           -648.677             27.5521E-03 
              660.E-03           650.238           -650.251             27.619E-03  
              661.251E-03        651.811           -651.822             27.6859E-03 
              662.502E-03        653.377           -653.389             27.7522E-03 
              663.753E-03        654.937           -654.95              27.8187E-03 
              665.001E-03        656.488           -656.502             27.8846E-03 
              666.252E-03        658.038           -658.05              27.9503E-03 
              667.503E-03        659.582           -659.593             28.0159E-03 
              668.751E-03        661.114           -661.128             28.0812E-03 
              670.002E-03        662.645           -662.66              28.146E-03  
              671.253E-03        664.172           -664.185             28.211E-03  
              672.5E-03          665.689           -665.7               28.2755E-03 
              673.751E-03        667.203           -667.215             28.3396E-03 
              675.002E-03        668.709           -668.724             28.4038E-03 
              676.25E-03         670.208           -670.222             28.4675E-03 
              677.501E-03        671.706           -671.717             28.5309E-03 
              678.752E-03        673.195           -673.208             28.5943E-03 
              680.003E-03        674.678           -674.693             28.6574E-03 
              681.251E-03        676.152           -676.167             28.7199E-03 
              682.502E-03        677.625           -677.637             28.7826E-03 
              683.753E-03        679.09            -679.102             28.8447E-03 
              685.001E-03        680.545           -680.559             28.9065E-03 
              686.252E-03        681.997           -682.012             28.9685E-03 
              687.503E-03        683.444           -683.458             29.0297E-03 
              688.75E-03         684.881           -684.894             29.0908E-03 
              690.001E-03        686.315           -686.33              29.1518E-03 
              691.252E-03        687.742           -687.757             29.2123E-03 
              692.5E-03          689.16            -689.174             29.2726E-03 
              693.751E-03        690.576           -690.588             29.3327E-03 
              695.002E-03        691.984           -691.998             29.3925E-03 
              696.25E-03         693.381           -693.397             29.4521E-03 
              697.501E-03        694.777           -694.792             29.5112E-03 
              698.752E-03        696.167           -696.18              29.5703E-03 
              700.003E-03        697.549           -697.563             29.6292E-03 
              701.251E-03        698.92            -698.936             29.6872E-03 
              702.502E-03        700.29            -700.306             29.7456E-03 
              703.753E-03        701.653           -701.666             29.8034E-03 
              705.001E-03        703.007           -703.019             29.8608E-03 
              706.252E-03        704.353           -704.37              29.9184E-03 
              707.503E-03        705.696           -705.713             29.9752E-03 
              708.75E-03         707.03            -707.043             30.0318E-03 
              710.001E-03        708.36            -708.372             30.0884E-03 
              711.252E-03        709.68            -709.696             30.1444E-03 
              712.5E-03          710.991           -711.01              30.2003E-03 
              713.751E-03        712.301           -712.317             30.2558E-03 
              715.002E-03        713.606           -713.616             30.3111E-03 
              716.25E-03         714.896           -714.91              30.3662E-03 
              717.501E-03        716.18            -716.201             30.4208E-03 
              718.752E-03        717.463           -717.481             30.4753E-03 
              720.003E-03        718.741           -718.75              30.5293E-03 
              721.251E-03        720.006           -720.017             30.5831E-03 
              722.502E-03        721.26            -721.281             30.6368E-03 
              723.753E-03        722.514           -722.535             30.6899E-03 
              725.001E-03        723.761           -723.772             30.7429E-03 
              726.252E-03        725.003           -725.011             30.7954E-03 
              727.503E-03        726.23            -726.248             30.8478E-03 
              728.75E-03         727.45            -727.474             30.8998E-03 
              730.001E-03        728.673           -728.687             30.9514E-03 
              731.252E-03        729.888           -729.895             31.003E-03  
              732.5E-03          731.084           -731.101             31.054E-03  
              733.751E-03        732.277           -732.302             31.1048E-03 
              735.002E-03        733.471           -733.487             31.1554E-03 
              736.253E-03        734.658           -734.665             31.2056E-03 
              737.501E-03        735.828           -735.841             31.2557E-03 
              738.752E-03        736.991           -737.015             31.3051E-03 
              740.003E-03        738.154           -738.174             31.3544E-03 
              741.251E-03        739.311           -739.32              31.4034E-03 
              742.502E-03        740.456           -740.468             31.452E-03  
              743.753E-03        741.59            -741.613             31.5006E-03 
              745.E-03           742.72            -742.741             31.5484E-03 
              746.251E-03        743.85            -743.86              31.5964E-03 
              747.502E-03        744.968           -744.978             31.6437E-03 
              748.75E-03         746.07            -746.091             31.6908E-03 
              750.001E-03        747.171           -747.194             31.7377E-03 
              751.252E-03        748.272           -748.284             31.7842E-03 
              752.5E-03          749.36            -749.369             31.8305E-03 
              753.751E-03        750.435           -750.455             31.8763E-03 
              755.002E-03        751.507           -751.53              31.9219E-03 
              756.253E-03        752.577           -752.591             31.9672E-03 
              757.501E-03        753.636           -753.644             32.0121E-03 
              758.752E-03        754.683           -754.701             32.0568E-03 
              760.003E-03        755.723           -755.748             32.1011E-03 
              761.251E-03        756.761           -756.777             32.1453E-03 
              762.502E-03        757.795           -757.802             32.1887E-03 
              763.753E-03        758.812           -758.828             32.2323E-03 
              765.E-03           759.819           -759.845             32.2752E-03 
              766.251E-03        760.829           -760.847             32.3179E-03 
              767.502E-03        761.834           -761.841             32.3605E-03 
              768.75E-03         762.82            -762.833             32.4025E-03 
              770.001E-03        763.799           -763.824             32.4445E-03 
              771.252E-03        764.777           -764.798             32.4858E-03 
              772.5E-03          765.751           -765.759             32.527E-03  
              773.751E-03        766.711           -766.722             32.5678E-03 
              775.002E-03        767.659           -767.684             32.6083E-03 
              776.253E-03        768.607           -768.629             32.6486E-03 
              777.501E-03        769.55            -769.56              32.6884E-03 
              778.752E-03        770.482           -770.492             32.7282E-03 
              780.003E-03        771.401           -771.422             32.7673E-03 
              781.251E-03        772.315           -772.338             32.8062E-03 
              782.502E-03        773.229           -773.242             32.8448E-03 
              783.753E-03        774.132           -774.142             32.8832E-03 
              785.E-03           775.021           -775.039             32.9211E-03 
              786.251E-03        775.905           -775.928             32.9587E-03 
              787.502E-03        776.788           -776.803             32.9962E-03 
              788.75E-03         777.659           -777.67              33.0331E-03 
              790.001E-03        778.521           -778.538             33.0699E-03 
              791.252E-03        779.375           -779.397             33.1062E-03 
              792.503E-03        780.227           -780.244             33.1423E-03 
              793.751E-03        781.067           -781.08              33.178E-03  
              795.002E-03        781.902           -781.917             33.2134E-03 
              796.253E-03        782.725           -782.745             33.2487E-03 
              797.501E-03        783.543           -783.561             33.2832E-03 
              798.752E-03        784.356           -784.37              33.3179E-03 
              800.003E-03        785.161           -785.175             33.3519E-03 
              801.25E-03         785.953           -785.972             33.3858E-03 
              802.501E-03        786.741           -786.76              33.4193E-03 
              803.752E-03        787.525           -787.539             33.4525E-03 
              805.E-03           788.297           -788.311             33.4854E-03 
              806.251E-03        789.062           -789.081             33.5178E-03 
              807.502E-03        789.82            -789.84              33.5503E-03 
              808.75E-03         790.572           -790.586             33.582E-03  
              810.001E-03        791.316           -791.33              33.6137E-03 
              811.252E-03        792.051           -792.069             33.6449E-03 
              812.503E-03        792.779           -792.8               33.6759E-03 
              813.751E-03        793.501           -793.516             33.7066E-03 
              815.002E-03        794.217           -794.229             33.7369E-03 
              816.253E-03        794.921           -794.938             33.7671E-03 
              817.501E-03        795.617           -795.639             33.7966E-03 
              818.752E-03        796.31            -796.328             33.8261E-03 
              820.003E-03        796.998           -797.01              33.8551E-03 
              821.25E-03         797.673           -797.687             33.8838E-03 
              822.501E-03        798.339           -798.359             33.9124E-03 
              823.752E-03        799.001           -799.021             33.9404E-03 
              825.E-03           799.659           -799.672             33.9684E-03 
              826.251E-03        800.307           -800.318             33.9958E-03 
              827.502E-03        800.945           -800.962             34.023E-03  
              828.753E-03        801.575           -801.596             34.05E-03   
              830.001E-03        802.202           -802.219             34.0765E-03 
              831.252E-03        802.823           -802.835             34.1029E-03 
              832.503E-03        803.434           -803.448             34.1287E-03 
              833.751E-03        804.032           -804.052             34.1544E-03 
              835.002E-03        804.63            -804.649             34.1797E-03 
              836.253E-03        805.222           -805.236             34.2048E-03 
              837.5E-03          805.804           -805.817             34.2296E-03 
              838.751E-03        806.376           -806.393             34.2539E-03 
              840.003E-03        806.943           -806.963             34.2783E-03 
              841.25E-03         807.505           -807.52              34.3019E-03 
              842.501E-03        808.06            -808.072             34.3255E-03 
              843.752E-03        808.605           -808.621             34.3487E-03 
              845.E-03           809.141           -809.16              34.3716E-03 
              846.251E-03        809.675           -809.692             34.3944E-03 
              847.502E-03        810.203           -810.214             34.4165E-03 
              848.753E-03        810.721           -810.734             34.4386E-03 
              850.001E-03        811.227           -811.246             34.4603E-03 
              851.252E-03        811.733           -811.751             34.4818E-03 
              852.503E-03        812.232           -812.244             34.5031E-03 
              853.751E-03        812.723           -812.734             34.5237E-03 
              855.002E-03        813.202           -813.22              34.5443E-03 
              856.253E-03        813.679           -813.699             34.5646E-03 
              857.5E-03          814.15            -814.163             34.5845E-03 
              858.751E-03        814.615           -814.625             34.6044E-03 
              860.002E-03        815.068           -815.084             34.6236E-03 
              861.25E-03         815.514           -815.534             34.6427E-03 
              862.501E-03        815.959           -815.975             34.6615E-03 
              863.752E-03        816.398           -816.407             34.68E-03   
              865.E-03           816.825           -816.838             34.6984E-03 
              866.251E-03        817.243           -817.263             34.7162E-03 
              867.502E-03        817.661           -817.678             34.734E-03  
              868.753E-03        818.073           -818.083             34.7514E-03 
              870.001E-03        818.475           -818.486             34.7684E-03 
              871.252E-03        818.867           -818.886             34.7853E-03 
              872.503E-03        819.257           -819.276             34.8019E-03 
              873.751E-03        819.643           -819.653             34.8181E-03 
              875.002E-03        820.02            -820.029             34.8344E-03 
              876.253E-03        820.387           -820.404             34.8499E-03 
              877.5E-03          820.749           -820.768             34.8654E-03 
              878.751E-03        821.11            -821.122             34.8807E-03 
              880.002E-03        821.463           -821.471             34.8955E-03 
              881.25E-03         821.804           -821.819             34.9102E-03 
              882.501E-03        822.14            -822.16              34.9247E-03 
              883.752E-03        822.476           -822.489             34.9387E-03 
              885.003E-03        822.805           -822.813             34.9527E-03 
              886.251E-03        823.122           -823.135             34.9663E-03 
              887.502E-03        823.433           -823.452             34.9796E-03 
              888.753E-03        823.743           -823.759             34.9929E-03 
              890.001E-03        824.048           -824.056             35.0056E-03 
              891.252E-03        824.344           -824.354             35.0182E-03 
              892.503E-03        824.63            -824.647             35.0307E-03 
              893.75E-03         824.914           -824.931             35.0426E-03 
              895.001E-03        825.196           -825.206             35.0544E-03 
              896.252E-03        825.47            -825.478             35.0662E-03 
              897.5E-03          825.733           -825.747             35.0774E-03 
              898.751E-03        825.993           -826.01              35.0885E-03 
              900.002E-03        826.251           -826.263             35.0995E-03 
              901.25E-03         826.502           -826.51              35.11E-03   
              902.501E-03        826.744           -826.757             35.1204E-03 
              903.752E-03        826.982           -826.997             35.1307E-03 
              905.003E-03        827.217           -827.228             35.1406E-03 
              906.251E-03        827.445           -827.454             35.1501E-03 
              907.502E-03        827.666           -827.678             35.1598E-03 
              908.753E-03        827.881           -827.896             35.1691E-03 
              910.001E-03        828.094           -828.107             35.1779E-03 
              911.252E-03        828.304           -828.311             35.1868E-03 
              912.503E-03        828.504           -828.514             35.1956E-03 
              913.75E-03         828.697           -828.711             35.2037E-03 
              915.001E-03        828.888           -828.901             35.2118E-03 
              916.252E-03        829.076           -829.084             35.2199E-03 
              917.5E-03          829.257           -829.266             35.2275E-03 
              918.751E-03        829.432           -829.445             35.2349E-03 
              920.002E-03        829.604           -829.616             35.2423E-03 
              921.25E-03         829.771           -829.78              35.2495E-03 
              922.501E-03        829.933           -829.941             35.2562E-03 
              923.752E-03        830.088           -830.099             35.2628E-03 
              925.003E-03        830.239           -830.251             35.2695E-03 
              926.251E-03        830.388           -830.397             35.2759E-03 
              927.502E-03        830.532           -830.539             35.2817E-03 
              928.753E-03        830.67            -830.68              35.2876E-03 
              930.001E-03        830.803           -830.815             35.2936E-03 
              931.252E-03        830.934           -830.944             35.2991E-03 
              932.503E-03        831.061           -831.068             35.3043E-03 
              933.75E-03         831.18            -831.189             35.3094E-03 
              935.001E-03        831.295           -831.307             35.3146E-03 
              936.252E-03        831.409           -831.419             35.3195E-03 
              937.5E-03          831.519           -831.525             35.3239E-03 
              938.751E-03        831.623           -831.631             35.3283E-03 
              940.002E-03        831.722           -831.734             35.3327E-03 
              941.253E-03        831.82            -831.831             35.3372E-03 
              942.501E-03        831.917           -831.922             35.3408E-03 
              943.752E-03        832.006           -832.012             35.3446E-03 
              945.003E-03        832.09            -832.101             35.3482E-03 
              946.251E-03        832.171           -832.181             35.3519E-03 
              947.502E-03        832.251           -832.256             35.3555E-03 
              948.753E-03        832.325           -832.33              35.3584E-03 
              950.E-03           832.393           -832.403             35.3613E-03 
              951.251E-03        832.461           -832.47              35.3643E-03 
              952.502E-03        832.528           -832.535             35.3672E-03 
              953.75E-03         832.592           -832.597             35.3702E-03 
              955.001E-03        832.653           -832.659             35.3724E-03 
              956.252E-03        832.71            -832.718             35.3746E-03 
              957.5E-03          832.765           -832.771             35.3768E-03 
              958.751E-03        832.815           -832.819             35.379E-03  
              960.002E-03        832.859           -832.866             35.3813E-03 
              961.253E-03        832.901           -832.909             35.3835E-03 
              962.501E-03        832.94            -832.945             35.3849E-03 
              963.752E-03        832.978           -832.981             35.3864E-03 
              965.003E-03        833.011           -833.016             35.3879E-03 
              966.251E-03        833.044           -833.05              35.3894E-03 
              967.502E-03        833.075           -833.082             35.3909E-03 
              968.753E-03        833.107           -833.113             35.3923E-03 
              970.E-03           833.138           -833.142             35.3938E-03 
              971.251E-03        833.167           -833.17              35.3947E-03 
              972.502E-03        833.192           -833.198             35.3954E-03 
              973.75E-03         833.216           -833.223             35.3961E-03 
              975.001E-03        833.239           -833.242             35.3969E-03 
              976.252E-03        833.257           -833.26              35.3976E-03 
              977.503E-03        833.271           -833.276             35.3983E-03 
              978.751E-03        833.284           -833.287             35.3991E-03 
              980.002E-03        833.294           -833.296             35.3999E-03 
              981.253E-03        833.3             -833.304             35.4006E-03 
              982.501E-03        833.305           -833.31              35.4013E-03 
              983.752E-03        833.31            -833.311             35.4016E-03 
              985.003E-03        833.313           -833.314             35.4016E-03 
              986.251E-03        833.314           -833.316             35.4016E-03 
              987.502E-03        833.315           -833.317             35.4016E-03 
              988.753E-03        833.315           -833.318             35.4016E-03 
              990.E-03           833.316           -833.319             35.4016E-03 
              991.251E-03        833.317           -833.319             35.4016E-03 
              992.502E-03        833.318           -833.319             35.4016E-03 
              993.75E-03         833.318           -833.319             35.4016E-03 
              995.001E-03        833.318           -833.318             35.4016E-03 
              996.252E-03        833.318           -833.319             35.4016E-03 
              997.503E-03        833.318           -833.318             35.4016E-03 
              998.751E-03        833.318           -833.319             35.4016E-03 
                1.               833.318           -833.319             35.4016E-03 




