
                             RF1_thin_desl_1e5  RF1_thin_desl_1e5  U1_thin_desl_1e5_
                  X                _aplic             _apoio             aplic      

              632.509E-03        601.707           -601.788             19.8177E-03 
              633.757E-03        603.358           -603.438             19.8722E-03 
              635.005E-03        605.003           -605.084             19.9264E-03 
              636.254E-03        606.645           -606.725             19.9805E-03 
              637.502E-03        608.281           -608.362             20.0344E-03 
              638.75E-03         609.912           -609.994             20.0882E-03 
              640.01E-03         611.552           -611.635             20.1423E-03 
              641.258E-03        613.172           -613.256             20.1957E-03 
              642.507E-03        614.788           -614.874             20.249E-03  
              643.755E-03        616.399           -616.486             20.3022E-03 
              645.003E-03        618.006           -618.093             20.3551E-03 
              646.252E-03        619.607           -619.694             20.4079E-03 
              647.5E-03          621.202           -621.291             20.4606E-03 
              648.76E-03         622.807           -622.896             20.5134E-03 
              650.008E-03        624.394           -624.481             20.5658E-03 
              651.256E-03        625.974           -626.062             20.6179E-03 
              652.505E-03        627.55            -627.638             20.6698E-03 
              653.753E-03        629.119           -629.208             20.7216E-03 
              655.001E-03        630.683           -630.773             20.7732E-03 
              656.261E-03        632.255           -632.347             20.825E-03  
              657.509E-03        633.809           -633.902             20.8763E-03 
              658.758E-03        635.357           -635.451             20.9273E-03 
              660.006E-03        636.899           -636.994             20.9782E-03 
              661.254E-03        638.437           -638.532             21.0289E-03 
              662.503E-03        639.969           -640.064             21.0794E-03 
              663.751E-03        641.495           -641.59              21.1297E-03 
              665.011E-03        643.03            -643.124             21.1803E-03 
              666.259E-03        644.545           -644.639             21.2302E-03 
              667.507E-03        646.054           -646.149             21.2801E-03 
              668.756E-03        647.558           -647.654             21.3296E-03 
              670.004E-03        649.055           -649.153             21.379E-03  
              671.252E-03        650.546           -650.645             21.4282E-03 
              672.501E-03        652.032           -652.132             21.4773E-03 
              673.76E-03         653.526           -653.627             21.5266E-03 
              675.009E-03        655.001           -655.103             21.5752E-03 
              676.257E-03        656.47            -656.571             21.6236E-03 
              677.505E-03        657.933           -658.034             21.6718E-03 
              678.754E-03        659.39            -659.491             21.7199E-03 
              680.002E-03        660.841           -660.942             21.7677E-03 
              681.25E-03         662.286           -662.387             21.8154E-03 
              682.51E-03         663.738           -663.84              21.8632E-03 
              683.758E-03        665.171           -665.273             21.9105E-03 
              685.007E-03        666.597           -666.7               21.9576E-03 
              686.255E-03        668.017           -668.122             22.0044E-03 
              687.503E-03        669.431           -669.537             22.0511E-03 
              688.752E-03        670.84            -670.946             22.0976E-03 
              690.E-03           672.242           -672.348             22.1438E-03 
              691.26E-03         673.651           -673.757             22.1902E-03 
              692.508E-03        675.04            -675.147             22.2361E-03 
              693.756E-03        676.424           -676.53              22.2817E-03 
              695.005E-03        677.801           -677.907             22.3271E-03 
              696.253E-03        679.172           -679.278             22.3723E-03 
              697.501E-03        680.536           -680.644             22.4173E-03 
              698.761E-03        681.906           -682.014             22.4625E-03 
              700.009E-03        683.257           -683.366             22.5071E-03 
              701.258E-03        684.602           -684.712             22.5515E-03 
              702.506E-03        685.94            -686.052             22.5956E-03 
              703.754E-03        687.272           -687.385             22.6395E-03 
              705.003E-03        688.599           -688.711             22.6833E-03 
              706.251E-03        689.918           -690.03              22.7268E-03 
              707.511E-03        691.243           -691.354             22.7705E-03 
              708.759E-03        692.549           -692.659             22.8136E-03 
              710.007E-03        693.848           -693.959             22.8565E-03 
              711.256E-03        695.142           -695.253             22.8991E-03 
              712.504E-03        696.428           -696.54              22.9415E-03 
              713.752E-03        697.707           -697.82              22.9837E-03 
              715.001E-03        698.979           -699.093             23.0257E-03 
              716.26E-03         700.256           -700.371             23.0679E-03 
              717.509E-03        701.515           -701.631             23.1094E-03 
              718.757E-03        702.768           -702.884             23.1507E-03 
              720.005E-03        704.014           -704.13              23.1918E-03 
              721.254E-03        705.253           -705.369             23.2327E-03 
              722.502E-03        706.486           -706.601             23.2734E-03 
              723.75E-03         707.711           -707.827             23.3138E-03 
              725.01E-03         708.941           -709.056             23.3543E-03 
              726.258E-03        710.153           -710.269             23.3943E-03 
              727.507E-03        711.357           -711.474             23.4341E-03 
              728.755E-03        712.555           -712.672             23.4736E-03 
              730.003E-03        713.746           -713.864             23.5129E-03 
              731.252E-03        714.929           -715.048             23.5519E-03 
              732.5E-03          716.106           -716.226             23.5908E-03 
              733.76E-03         717.287           -717.407             23.6297E-03 
              735.008E-03        718.45            -718.57              23.6681E-03 
              736.256E-03        719.607           -719.727             23.7062E-03 
              737.505E-03        720.756           -720.875             23.7441E-03 
              738.753E-03        721.898           -722.017             23.7818E-03 
              740.001E-03        723.034           -723.152             23.8193E-03 
              741.261E-03        724.172           -724.291             23.8569E-03 
              742.509E-03        725.292           -725.412             23.8938E-03 
              743.758E-03        726.406           -726.526             23.9306E-03 
              745.006E-03        727.512           -727.634             23.9671E-03 
              746.254E-03        728.611           -728.733             24.0034E-03 
              747.503E-03        729.703           -729.826             24.0394E-03 
              748.751E-03        730.789           -730.912             24.0752E-03 
              750.01E-03         731.877           -731.999             24.1111E-03 
              751.259E-03        732.948           -733.07              24.1464E-03 
              752.507E-03        734.012           -734.133             24.1815E-03 
              753.756E-03        735.069           -735.19              24.2164E-03 
              755.004E-03        736.118           -736.239             24.251E-03  
              756.252E-03        737.16            -737.282             24.2854E-03 
              757.501E-03        738.195           -738.317             24.3196E-03 
              758.76E-03         739.231           -739.354             24.3538E-03 
              760.008E-03        740.251           -740.375             24.3874E-03 
              761.257E-03        741.264           -741.388             24.4209E-03 
              762.505E-03        742.269           -742.394             24.4541E-03 
              763.754E-03        743.268           -743.393             24.487E-03  
              765.002E-03        744.26            -744.384             24.5197E-03 
              766.25E-03         745.244           -745.368             24.5522E-03 
              767.51E-03         746.23            -746.353             24.5847E-03 
              768.758E-03        747.199           -747.322             24.6167E-03 
              770.007E-03        748.161           -748.284             24.6485E-03 
              771.255E-03        749.116           -749.239             24.68E-03   
              772.503E-03        750.063           -750.187             24.7113E-03 
              773.752E-03        751.003           -751.128             24.7423E-03 
              775.E-03           751.935           -752.061             24.773E-03  
              776.259E-03        752.869           -752.994             24.8039E-03 
              777.508E-03        753.787           -753.912             24.8342E-03 
              778.756E-03        754.698           -754.823             24.8643E-03 
              780.005E-03        755.601           -755.726             24.8941E-03 
              781.253E-03        756.498           -756.622             24.9236E-03 
              782.501E-03        757.386           -757.511             24.953E-03  
              783.761E-03        758.276           -758.4               24.9823E-03 
              785.009E-03        759.149           -759.273             25.0112E-03 
              786.258E-03        760.016           -760.14              25.0398E-03 
              787.506E-03        760.875           -761.                25.0681E-03 
              788.754E-03        761.727           -761.852             25.0962E-03 
              790.003E-03        762.571           -762.697             25.1241E-03 
              791.251E-03        763.408           -763.533             25.1517E-03 
              792.51E-03         764.245           -764.37              25.1794E-03 
              793.759E-03        765.068           -765.193             25.2066E-03 
              795.007E-03        765.883           -766.008             25.2335E-03 
              796.256E-03        766.691           -766.815             25.2601E-03 
              797.504E-03        767.491           -767.616             25.2865E-03 
              798.752E-03        768.285           -768.408             25.3127E-03 
              800.001E-03        769.07            -769.194             25.3387E-03 
              801.26E-03         769.855           -769.98              25.3646E-03 
              802.508E-03        770.626           -770.751             25.3901E-03 
              803.757E-03        771.389           -771.514             25.4153E-03 
              805.005E-03        772.146           -772.271             25.4402E-03 
              806.254E-03        772.894           -773.02              25.4649E-03 
              807.502E-03        773.636           -773.761             25.4894E-03 
              808.75E-03         774.371           -774.495             25.5137E-03 
              810.01E-03         775.105           -775.228             25.5379E-03 
              811.258E-03        775.824           -775.947             25.5617E-03 
              812.506E-03        776.537           -776.66              25.5852E-03 
              813.755E-03        777.242           -777.365             25.6085E-03 
              815.003E-03        777.94            -778.063             25.6315E-03 
              816.252E-03        778.63            -778.753             25.6543E-03 
              817.511E-03        779.32            -779.443             25.6771E-03 
              818.759E-03        779.996           -780.119             25.6994E-03 
              820.008E-03        780.664           -780.788             25.7215E-03 
              821.256E-03        781.326           -781.449             25.7434E-03 
              822.505E-03        781.981           -782.103             25.765E-03  
              823.753E-03        782.628           -782.75              25.7864E-03 
              825.001E-03        783.268           -783.39              25.8075E-03 
              826.261E-03        783.907           -784.028             25.8286E-03 
              827.509E-03        784.533           -784.654             25.8493E-03 
              828.757E-03        785.151           -785.272             25.8697E-03 
              830.006E-03        785.763           -785.883             25.8899E-03 
              831.254E-03        786.367           -786.487             25.9098E-03 
              832.503E-03        786.964           -787.085             25.9295E-03 
              833.751E-03        787.554           -787.675             25.949E-03  
              835.01E-03         788.142           -788.262             25.9685E-03 
              836.259E-03        788.718           -788.838             25.9875E-03 
              837.507E-03        789.287           -789.407             26.0063E-03 
              838.755E-03        789.849           -789.968             26.0248E-03 
              840.004E-03        790.405           -790.523             26.0432E-03 
              841.252E-03        790.953           -791.07              26.0613E-03 
              842.501E-03        791.493           -791.611             26.0792E-03 
              843.76E-03         792.032           -792.149             26.097E-03  
              845.008E-03        792.559           -792.676             26.1144E-03 
              846.257E-03        793.079           -793.195             26.1316E-03 
              847.505E-03        793.592           -793.709             26.1485E-03 
              848.754E-03        794.099           -794.215             26.1653E-03 
              850.002E-03        794.598           -794.714             26.1818E-03 
              851.25E-03         795.091           -795.206             26.1981E-03 
              852.51E-03         795.581           -795.697             26.2143E-03 
              853.758E-03        796.06            -796.175             26.2301E-03 
              855.006E-03        796.533           -796.647             26.2457E-03 
              856.255E-03        796.999           -797.112             26.2611E-03 
              857.503E-03        797.458           -797.571             26.2763E-03 
              858.752E-03        797.911           -798.023             26.2912E-03 
              860.011E-03        798.36            -798.472             26.3061E-03 
              861.259E-03        798.798           -798.91              26.3205E-03 
              862.508E-03        799.231           -799.343             26.3348E-03 
              863.756E-03        799.657           -799.768             26.3489E-03 
              865.004E-03        800.076           -800.187             26.3628E-03 
              866.253E-03        800.489           -800.6               26.3765E-03 
              867.501E-03        800.895           -801.005             26.3898E-03 
              868.761E-03        801.299           -801.408             26.4032E-03 
              870.009E-03        801.692           -801.801             26.4162E-03 
              871.257E-03        802.08            -802.187             26.429E-03  
              872.506E-03        802.461           -802.567             26.4416E-03 
              873.754E-03        802.834           -802.94              26.454E-03  
              875.003E-03        803.203           -803.309             26.4661E-03 
              876.251E-03        803.564           -803.67              26.4781E-03 
              877.51E-03         803.922           -804.029             26.49E-03   
              878.759E-03        804.272           -804.378             26.5015E-03 
              880.007E-03        804.615           -804.72              26.5129E-03 
              881.255E-03        804.952           -805.056             26.524E-03  
              882.504E-03        805.283           -805.386             26.5349E-03 
              883.752E-03        805.609           -805.711             26.5457E-03 
              885.001E-03        805.928           -806.029             26.5562E-03 
              886.26E-03         806.243           -806.344             26.5667E-03 
              887.508E-03        806.55            -806.65              26.5768E-03 
              888.757E-03        806.851           -806.95              26.5868E-03 
              890.005E-03        807.146           -807.245             26.5965E-03 
              891.253E-03        807.436           -807.534             26.6061E-03 
              892.502E-03        807.719           -807.817             26.6155E-03 
              893.75E-03         807.996           -808.095             26.6247E-03 
              895.01E-03         808.271           -808.368             26.6337E-03 
              896.258E-03        808.537           -808.634             26.6426E-03 
              897.506E-03        808.798           -808.893             26.6512E-03 
              898.755E-03        809.054           -809.148             26.6596E-03 
              900.003E-03        809.303           -809.396             26.6679E-03 
              901.251E-03        809.548           -809.64              26.6759E-03 
              902.511E-03        809.789           -809.88              26.684E-03  
              903.759E-03        810.022           -810.113             26.6917E-03 
              905.008E-03        810.249           -810.34              26.6992E-03 
              906.256E-03        810.472           -810.562             26.7065E-03 
              907.504E-03        810.689           -810.778             26.7138E-03 
              908.753E-03        810.901           -810.99              26.7208E-03 
              910.001E-03        811.108           -811.196             26.7277E-03 
              911.261E-03        811.312           -811.399             26.7344E-03 
              912.509E-03        811.509           -811.595             26.7409E-03 
              913.757E-03        811.701           -811.785             26.7472E-03 
              915.006E-03        811.887           -811.971             26.7534E-03 
              916.254E-03        812.069           -812.151             26.7594E-03 
              917.502E-03        812.247           -812.328             26.7653E-03 
              918.751E-03        812.418           -812.5               26.771E-03  
              920.01E-03         812.587           -812.667             26.7766E-03 
              921.259E-03        812.749           -812.829             26.782E-03  
              922.507E-03        812.908           -812.986             26.7872E-03 
              923.755E-03        813.061           -813.139             26.7923E-03 
              925.004E-03        813.21            -813.287             26.7972E-03 
              926.252E-03        813.355           -813.43              26.802E-03  
              927.5E-03          813.495           -813.569             26.8066E-03 
              928.76E-03         813.631           -813.704             26.8111E-03 
              930.008E-03        813.763           -813.834             26.8155E-03 
              931.257E-03        813.889           -813.96              26.8197E-03 
              932.505E-03        814.012           -814.082             26.8237E-03 
              933.753E-03        814.131           -814.2               26.8277E-03 
              935.002E-03        814.245           -814.313             26.8314E-03 
              936.25E-03         814.355           -814.423             26.8351E-03 
              937.51E-03         814.462           -814.529             26.8387E-03 
              938.758E-03        814.565           -814.631             26.8421E-03 
              940.006E-03        814.664           -814.729             26.8454E-03 
              941.255E-03        814.759           -814.823             26.8485E-03 
              942.503E-03        814.85            -814.912             26.8515E-03 
              943.751E-03        814.938           -814.998             26.8544E-03 
              945.011E-03        815.023           -815.082             26.8572E-03 
              946.259E-03        815.103           -815.161             26.8599E-03 
              947.508E-03        815.18            -815.238             26.8624E-03 
              948.756E-03        815.254           -815.31              26.8649E-03 
              950.004E-03        815.324           -815.38              26.8672E-03 
              951.253E-03        815.391           -815.446             26.8695E-03 
              952.501E-03        815.455           -815.508             26.8715E-03 
              953.761E-03        815.516           -815.568             26.8736E-03 
              955.009E-03        815.574           -815.624             26.8755E-03 
              956.257E-03        815.629           -815.678             26.8773E-03 
              957.506E-03        815.681           -815.729             26.879E-03  
              958.754E-03        815.729           -815.776             26.8807E-03 
              960.002E-03        815.776           -815.821             26.8822E-03 
              961.251E-03        815.819           -815.864             26.8836E-03 
              962.51E-03         815.861           -815.904             26.885E-03  
              963.759E-03        815.899           -815.942             26.8862E-03 
              965.007E-03        815.935           -815.977             26.8874E-03 
              966.255E-03        815.969           -816.009             26.8885E-03 
              967.504E-03        816.              -816.038             26.8896E-03 
              968.752E-03        816.029           -816.066             26.8905E-03 
              970.E-03           816.056           -816.091             26.8914E-03 
              971.26E-03         816.082           -816.116             26.8922E-03 
              972.508E-03        816.105           -816.137             26.8931E-03 
              973.757E-03        816.126           -816.156             26.8936E-03 
              975.005E-03        816.144           -816.174             26.8943E-03 
              976.253E-03        816.161           -816.19              26.8949E-03 
              977.502E-03        816.178           -816.204             26.8954E-03 
              978.75E-03         816.192           -816.218             26.8958E-03 
              980.01E-03         816.205           -816.23              26.8962E-03 
              981.258E-03        816.215           -816.237             26.8967E-03 
              982.506E-03        816.224           -816.245             26.897E-03  
              983.755E-03        816.232           -816.253             26.8972E-03 
              985.003E-03        816.241           -816.259             26.8974E-03 
              986.251E-03        816.249           -816.266             26.8977E-03 
              987.511E-03        816.256           -816.27              26.8979E-03 
              988.759E-03        816.259           -816.271             26.8981E-03 
              990.008E-03        816.261           -816.272             26.8982E-03 
              991.256E-03        816.263           -816.273             26.8982E-03 
              992.504E-03        816.264           -816.275             26.8982E-03 
              993.753E-03        816.267           -816.276             26.8982E-03 
              995.001E-03        816.269           -816.277             26.8982E-03 
              996.261E-03        816.27            -816.276             26.8982E-03 
              997.509E-03        816.269           -816.273             26.8982E-03 
              998.757E-03        816.27            -816.272             26.8982E-03 
                1.               816.271           -816.271             26.8982E-03 




