
                             RF1_desl_1e6_rsd_  RF1_desl_1e6_rsd_  U1_desl_1e6_rsd_m                                      
                  X            meio_PrendeSet      meio_PuxaSet       eio_PuxaSet          desl ie            desl ke     
              427.521E-03          1.38154E+03       -1.34979E+03      -53.7777E-03             NoValue            NoValue
              428.765E-03          1.38314E+03       -1.35131E+03      -53.8399E-03             NoValue            NoValue
              430.009E-03          1.38468E+03       -1.3528E+03       -53.9004E-03        37.0193            17.195E-03  
              431.253E-03          1.38615E+03       -1.35429E+03      -53.9589E-03             NoValue            NoValue
              432.523E-03          1.38757E+03       -1.35579E+03      -54.0173E-03             NoValue            NoValue
              433.767E-03          1.3889E+03        -1.35725E+03      -54.0726E-03             NoValue            NoValue
              435.011E-03          1.39017E+03       -1.35872E+03      -54.126E-03         37.3297            12.6373E-03 
              436.255E-03          1.39137E+03       -1.36018E+03      -54.1776E-03             NoValue            NoValue
              437.525E-03          1.39253E+03       -1.36167E+03      -54.2286E-03             NoValue            NoValue
              438.769E-03          1.3936E+03        -1.36315E+03      -54.2772E-03             NoValue            NoValue
              440.013E-03          1.3946E+03        -1.36464E+03      -54.3238E-03        37.6028             8.87898E-03
              441.257E-03          1.39554E+03       -1.36615E+03      -54.3689E-03             NoValue            NoValue
              442.502E-03          1.39642E+03       -1.36766E+03      -54.4122E-03             NoValue            NoValue
              443.771E-03          1.39726E+03       -1.36921E+03      -54.4548E-03             NoValue            NoValue
              445.015E-03          1.39802E+03       -1.37072E+03      -54.4949E-03        37.84               5.97855E-03
              446.26E-03           1.39873E+03       -1.37222E+03      -54.5336E-03             NoValue            NoValue
              447.504E-03          1.39938E+03       -1.3737E+03       -54.571E-03              NoValue            NoValue
              448.773E-03          1.39999E+03       -1.37519E+03      -54.6072E-03             NoValue            NoValue
              450.018E-03          1.40054E+03       -1.37662E+03      -54.6411E-03        38.0427             3.88444E-03
              451.262E-03          1.40103E+03       -1.37801E+03      -54.674E-03              NoValue            NoValue
              452.506E-03          1.40148E+03       -1.37937E+03      -54.7047E-03             NoValue            NoValue
              453.75E-03           1.40188E+03       -1.3807E+03       -54.7346E-03             NoValue            NoValue
              455.02E-03           1.40224E+03       -1.382E+03        -54.7636E-03        38.2128             2.44608E-03
              456.264E-03          1.40255E+03       -1.38324E+03      -54.7903E-03             NoValue            NoValue
              457.508E-03          1.40281E+03       -1.38443E+03      -54.8159E-03             NoValue            NoValue
              458.752E-03          1.40304E+03       -1.38556E+03      -54.8401E-03             NoValue            NoValue
              460.022E-03          1.40323E+03       -1.38667E+03      -54.8632E-03        38.3522             1.4909E-03 
              461.266E-03          1.40338E+03       -1.3877E+03       -54.8851E-03             NoValue            NoValue
              462.51E-03           1.4035E+03        -1.38868E+03      -54.9055E-03             NoValue            NoValue
              463.754E-03          1.40359E+03       -1.38962E+03      -54.9246E-03             NoValue            NoValue
              465.024E-03          1.40365E+03       -1.39054E+03      -54.9431E-03        38.4634           866.618E-06  
              466.268E-03          1.4037E+03        -1.3914E+03       -54.9601E-03             NoValue            NoValue
              467.512E-03          1.40372E+03       -1.39223E+03      -54.9755E-03             NoValue            NoValue
              468.757E-03          1.40373E+03       -1.39301E+03      -54.9902E-03             NoValue            NoValue
              470.001E-03          1.40373E+03       -1.39376E+03      -55.004E-03         38.5484           469.961E-06  
              471.27E-03           1.40372E+03       -1.39449E+03      -55.0167E-03             NoValue            NoValue
              472.514E-03          1.4037E+03        -1.39515E+03      -55.0283E-03             NoValue            NoValue
              473.759E-03          1.40368E+03       -1.39577E+03      -55.0386E-03             NoValue            NoValue
              475.003E-03          1.40366E+03       -1.39635E+03      -55.0486E-03        38.6111           228.323E-06  
              476.272E-03          1.40365E+03       -1.39691E+03      -55.0575E-03             NoValue            NoValue
              477.517E-03          1.40365E+03       -1.39742E+03      -55.0653E-03             NoValue            NoValue
              478.761E-03          1.40367E+03       -1.39791E+03      -55.0728E-03             NoValue            NoValue
              480.005E-03          1.40371E+03       -1.39836E+03      -55.0792E-03        38.6541            94.4653E-06 
              481.275E-03          1.40377E+03       -1.3988E+03       -55.085E-03              NoValue            NoValue
              482.519E-03          1.40385E+03       -1.3992E+03       -55.09E-03               NoValue            NoValue
              483.763E-03          1.40395E+03       -1.39957E+03      -55.0944E-03             NoValue            NoValue
              485.007E-03          1.40407E+03       -1.39991E+03      -55.0982E-03        38.6807            32.624E-06  
              486.251E-03          1.40421E+03       -1.40022E+03      -55.1014E-03             NoValue            NoValue
              487.521E-03          1.40437E+03       -1.40052E+03      -55.1041E-03             NoValue            NoValue
              488.765E-03          1.40454E+03       -1.40079E+03      -55.1064E-03             NoValue            NoValue
              490.009E-03          1.40472E+03       -1.40105E+03      -55.1083E-03        38.6946            10.6567E-06 
              491.253E-03          1.4049E+03        -1.4013E+03       -55.1096E-03             NoValue            NoValue
              492.523E-03          1.40508E+03       -1.40155E+03      -55.1108E-03             NoValue            NoValue
              493.767E-03          1.40524E+03       -1.40179E+03      -55.1111E-03             NoValue            NoValue
              495.011E-03          1.40539E+03       -1.40202E+03      -55.1117E-03        38.6999             4.61645E-06
              496.256E-03          1.40551E+03       -1.40226E+03      -55.1122E-03             NoValue            NoValue
              497.525E-03          1.40561E+03       -1.40249E+03      -55.1123E-03             NoValue            NoValue
              498.769E-03          1.40568E+03       -1.40272E+03      -55.1126E-03             NoValue            NoValue
              500.014E-03          1.40572E+03       -1.40294E+03      -55.1126E-03        38.7006             2.8301E-06 
              501.258E-03          1.40574E+03       -1.40314E+03      -55.1126E-03             NoValue            NoValue
              502.502E-03          1.40573E+03       -1.4033E+03       -55.1126E-03             NoValue            NoValue
              503.772E-03          1.40569E+03       -1.40343E+03      -55.1126E-03             NoValue            NoValue
              505.016E-03          1.40562E+03       -1.40353E+03      -55.1126E-03        38.7006             4.21725E-06
              506.26E-03           1.40554E+03       -1.40361E+03      -55.1126E-03             NoValue            NoValue
              507.504E-03          1.40544E+03       -1.40367E+03      -55.1126E-03             NoValue            NoValue
              508.774E-03          1.40532E+03       -1.40371E+03      -55.1126E-03             NoValue            NoValue
              510.018E-03          1.40518E+03       -1.40374E+03      -55.1126E-03        38.7006            10.9039E-06 
              511.262E-03          1.40503E+03       -1.40376E+03      -55.1126E-03             NoValue            NoValue
              512.506E-03          1.40487E+03       -1.40377E+03      -55.1126E-03             NoValue            NoValue
              513.75E-03           1.40471E+03       -1.40376E+03      -55.1126E-03             NoValue            NoValue
              515.02E-03           1.40454E+03       -1.40374E+03      -55.1126E-03        38.7006            18.9491E-06 
              516.264E-03          1.40436E+03       -1.40372E+03      -55.1126E-03             NoValue            NoValue
              517.508E-03          1.40419E+03       -1.4037E+03       -55.1126E-03             NoValue            NoValue
              518.753E-03          1.40401E+03       -1.40369E+03      -55.1126E-03             NoValue            NoValue
              520.022E-03          1.40382E+03       -1.40369E+03      -55.1126E-03        38.7006            20.4935E-06 
              521.266E-03          1.40364E+03       -1.40372E+03      -55.1126E-03             NoValue            NoValue
              522.51E-03           1.40346E+03       -1.40376E+03      -55.1126E-03             NoValue            NoValue
              523.755E-03          1.40328E+03       -1.40383E+03      -55.1126E-03             NoValue            NoValue
              525.024E-03          1.4031E+03        -1.40392E+03      -55.1126E-03        38.7006            15.2535E-06 
              526.268E-03          1.40294E+03       -1.40402E+03      -55.1126E-03             NoValue            NoValue
              527.513E-03          1.40278E+03       -1.40413E+03      -55.1126E-03             NoValue            NoValue
              528.757E-03          1.40264E+03       -1.40425E+03      -55.1126E-03             NoValue            NoValue
              530.001E-03          1.40253E+03       -1.40439E+03      -55.1126E-03        38.7006             9.21112E-06
              531.271E-03          1.40243E+03       -1.40453E+03      -55.1126E-03             NoValue            NoValue
              532.515E-03          1.40237E+03       -1.40469E+03      -55.1126E-03             NoValue            NoValue
              533.759E-03          1.40233E+03       -1.40485E+03      -55.1126E-03             NoValue            NoValue
              535.003E-03          1.40232E+03       -1.40502E+03      -55.1126E-03        38.7006             5.11944E-06
              536.273E-03          1.40234E+03       -1.40518E+03      -55.1126E-03             NoValue            NoValue
              537.517E-03          1.40238E+03       -1.40533E+03      -55.1126E-03             NoValue            NoValue
              538.761E-03          1.40245E+03       -1.40546E+03      -55.1126E-03             NoValue            NoValue
              540.005E-03          1.40254E+03       -1.40555E+03      -55.1126E-03        38.7006             3.19711E-06
              541.275E-03          1.40267E+03       -1.40562E+03      -55.1126E-03             NoValue            NoValue
              542.519E-03          1.40283E+03       -1.40567E+03      -55.1126E-03             NoValue            NoValue
              543.763E-03          1.403E+03         -1.40568E+03      -55.1126E-03             NoValue            NoValue
              545.007E-03          1.40316E+03       -1.40566E+03      -55.1126E-03        38.7006             3.71874E-06
              546.252E-03          1.40332E+03       -1.40561E+03      -55.1126E-03             NoValue            NoValue
              547.521E-03          1.40346E+03       -1.40554E+03      -55.1126E-03             NoValue            NoValue
              548.765E-03          1.40358E+03       -1.40546E+03      -55.1126E-03             NoValue            NoValue
              550.01E-03           1.40369E+03       -1.40535E+03      -55.1126E-03        38.7006             8.08618E-06
              551.254E-03          1.40378E+03       -1.40522E+03      -55.1126E-03             NoValue            NoValue
              552.523E-03          1.40386E+03       -1.40507E+03      -55.1126E-03             NoValue            NoValue
              553.768E-03          1.4039E+03        -1.40492E+03      -55.1126E-03             NoValue            NoValue
              555.012E-03          1.40391E+03       -1.40477E+03      -55.1126E-03        38.7006            16.0308E-06 
              556.256E-03          1.40389E+03       -1.4046E+03       -55.1126E-03             NoValue            NoValue
              557.5E-03            1.40385E+03       -1.40442E+03      -55.1126E-03             NoValue            NoValue
              558.77E-03           1.40381E+03       -1.40423E+03      -55.1126E-03             NoValue            NoValue
              560.014E-03          1.40378E+03       -1.40404E+03      -55.1126E-03        38.7006            20.8826E-06 
              561.258E-03          1.40376E+03       -1.40386E+03      -55.1126E-03             NoValue            NoValue
              562.502E-03          1.40375E+03       -1.40368E+03      -55.1126E-03             NoValue            NoValue
              563.772E-03          1.40377E+03       -1.4035E+03       -55.1126E-03             NoValue            NoValue
              565.016E-03          1.4038E+03        -1.40332E+03      -55.1126E-03        38.7006            17.6606E-06 
              566.26E-03           1.40386E+03       -1.40316E+03      -55.1126E-03             NoValue            NoValue
              567.504E-03          1.40394E+03       -1.403E+03        -55.1126E-03             NoValue            NoValue
              568.774E-03          1.40404E+03       -1.40284E+03      -55.1126E-03             NoValue            NoValue
              570.018E-03          1.40416E+03       -1.40269E+03      -55.1126E-03        38.7006            10.6665E-06 
              571.262E-03          1.40429E+03       -1.40257E+03      -55.1126E-03             NoValue            NoValue
              572.507E-03          1.40444E+03       -1.40246E+03      -55.1126E-03             NoValue            NoValue
              573.751E-03          1.40459E+03       -1.40238E+03      -55.1126E-03             NoValue            NoValue
              575.02E-03           1.40475E+03       -1.40232E+03      -55.1126E-03        38.7006             5.58544E-06
              576.265E-03          1.40489E+03       -1.40229E+03      -55.1126E-03             NoValue            NoValue
              577.509E-03          1.40503E+03       -1.40229E+03      -55.1126E-03             NoValue            NoValue
              578.753E-03          1.40516E+03       -1.40231E+03      -55.1126E-03             NoValue            NoValue
              580.022E-03          1.40527E+03       -1.40236E+03      -55.1126E-03        38.7006             3.36816E-06
              581.267E-03          1.40538E+03       -1.40243E+03      -55.1126E-03             NoValue            NoValue
              582.511E-03          1.40546E+03       -1.40252E+03      -55.1126E-03             NoValue            NoValue
              583.755E-03          1.40553E+03       -1.40264E+03      -55.1126E-03             NoValue            NoValue
              585.025E-03          1.40558E+03       -1.40278E+03      -55.1126E-03        38.7006             3.60469E-06
              586.269E-03          1.40561E+03       -1.40294E+03      -55.1126E-03             NoValue            NoValue
              587.513E-03          1.4056E+03        -1.40311E+03      -55.1126E-03             NoValue            NoValue
              588.757E-03          1.40557E+03       -1.40328E+03      -55.1126E-03             NoValue            NoValue
              590.001E-03          1.4055E+03        -1.40344E+03      -55.1126E-03        38.7006             6.56997E-06
              591.271E-03          1.4054E+03        -1.40359E+03      -55.1126E-03             NoValue            NoValue
              592.515E-03          1.40528E+03       -1.40371E+03      -55.1126E-03             NoValue            NoValue
              593.759E-03          1.40513E+03       -1.40382E+03      -55.1126E-03             NoValue            NoValue
              595.003E-03          1.40498E+03       -1.4039E+03       -55.1126E-03        38.7006            12.9762E-06 
              596.273E-03          1.40482E+03       -1.40397E+03      -55.1126E-03             NoValue            NoValue
              597.517E-03          1.40465E+03       -1.404E+03        -55.1126E-03             NoValue            NoValue
              598.761E-03          1.40448E+03       -1.404E+03        -55.1126E-03             NoValue            NoValue
              600.006E-03          1.4043E+03        -1.40399E+03      -55.1126E-03        38.7006            19.6936E-06 
              601.275E-03          1.40412E+03       -1.40397E+03      -55.1126E-03             NoValue            NoValue
              602.519E-03          1.40393E+03       -1.40395E+03      -55.1126E-03             NoValue            NoValue
              603.764E-03          1.40374E+03       -1.40393E+03      -55.1126E-03             NoValue            NoValue
              605.008E-03          1.40355E+03       -1.40391E+03      -55.1126E-03        38.7006            19.8106E-06 
              606.252E-03          1.40338E+03       -1.4039E+03       -55.1126E-03             NoValue            NoValue
              607.522E-03          1.40321E+03       -1.4039E+03       -55.1126E-03             NoValue            NoValue
              608.766E-03          1.40306E+03       -1.40392E+03      -55.1126E-03             NoValue            NoValue
              610.01E-03           1.40291E+03       -1.40397E+03      -55.1126E-03        38.7006            13.0854E-06 
              611.254E-03          1.40276E+03       -1.40405E+03      -55.1126E-03             NoValue            NoValue
              612.524E-03          1.40263E+03       -1.40415E+03      -55.1126E-03             NoValue            NoValue
              613.768E-03          1.40251E+03       -1.40428E+03      -55.1126E-03             NoValue            NoValue
              615.012E-03          1.40241E+03       -1.40443E+03      -55.1126E-03        38.7006             6.40484E-06
              616.256E-03          1.40232E+03       -1.40459E+03      -55.1126E-03             NoValue            NoValue
              617.5E-03            1.40226E+03       -1.40475E+03      -55.1126E-03             NoValue            NoValue
              618.77E-03           1.40224E+03       -1.40491E+03      -55.1126E-03             NoValue            NoValue
              620.014E-03          1.40224E+03       -1.40506E+03      -55.1126E-03        38.7006             3.37658E-06
              621.258E-03          1.40228E+03       -1.40518E+03      -55.1126E-03             NoValue            NoValue
              622.503E-03          1.40234E+03       -1.40529E+03      -55.1126E-03             NoValue            NoValue
              623.772E-03          1.40243E+03       -1.40538E+03      -55.1126E-03             NoValue            NoValue
              625.016E-03          1.40254E+03       -1.40545E+03      -55.1126E-03        38.7006             3.37856E-06
              626.26E-03           1.40266E+03       -1.4055E+03       -55.1126E-03             NoValue            NoValue
              627.505E-03          1.4028E+03        -1.40553E+03      -55.1126E-03             NoValue            NoValue
              628.774E-03          1.40295E+03       -1.40553E+03      -55.1126E-03             NoValue            NoValue
              630.018E-03          1.40311E+03       -1.40551E+03      -55.1126E-03        38.7006             5.73066E-06
              631.263E-03          1.40327E+03       -1.40546E+03      -55.1126E-03             NoValue            NoValue
              632.507E-03          1.40342E+03       -1.40539E+03      -55.1126E-03             NoValue            NoValue
              633.751E-03          1.40357E+03       -1.40529E+03      -55.1126E-03             NoValue            NoValue
              635.021E-03          1.40371E+03       -1.40518E+03      -55.1126E-03        38.7006            10.6569E-06 
              636.265E-03          1.40384E+03       -1.40505E+03      -55.1126E-03             NoValue            NoValue
              637.509E-03          1.40394E+03       -1.40491E+03      -55.1126E-03             NoValue            NoValue
              638.753E-03          1.40403E+03       -1.40475E+03      -55.1126E-03             NoValue            NoValue
              640.023E-03          1.40409E+03       -1.40458E+03      -55.1126E-03        38.7006            17.329E-06  
              641.267E-03          1.40412E+03       -1.40441E+03      -55.1126E-03             NoValue            NoValue
              642.511E-03          1.40413E+03       -1.40422E+03      -55.1126E-03             NoValue            NoValue
              643.755E-03          1.40412E+03       -1.40403E+03      -55.1126E-03             NoValue            NoValue
              645.025E-03          1.4041E+03        -1.40382E+03      -55.1126E-03        38.7006            20.5788E-06 
              646.269E-03          1.40407E+03       -1.40363E+03      -55.1126E-03             NoValue            NoValue
              647.513E-03          1.40405E+03       -1.40344E+03      -55.1126E-03             NoValue            NoValue
              648.757E-03          1.40403E+03       -1.40326E+03      -55.1126E-03             NoValue            NoValue
              650.002E-03          1.40402E+03       -1.4031E+03       -55.1126E-03        38.7006            16.0072E-06 
              651.271E-03          1.40403E+03       -1.40294E+03      -55.1126E-03             NoValue            NoValue
              652.515E-03          1.40406E+03       -1.4028E+03       -55.1126E-03             NoValue            NoValue
              653.76E-03           1.40412E+03       -1.40267E+03      -55.1126E-03             NoValue            NoValue
              655.004E-03          1.4042E+03        -1.40256E+03      -55.1126E-03        38.7006             8.03253E-06
              656.273E-03          1.4043E+03        -1.40245E+03      -55.1126E-03             NoValue            NoValue
              657.518E-03          1.40442E+03       -1.40237E+03      -55.1126E-03             NoValue            NoValue
              658.762E-03          1.40456E+03       -1.4023E+03       -55.1126E-03             NoValue            NoValue
              660.006E-03          1.40471E+03       -1.40225E+03      -55.1126E-03        38.7006             3.40349E-06
              661.25E-03           1.40487E+03       -1.40223E+03      -55.1126E-03             NoValue            NoValue
              662.52E-03           1.40502E+03       -1.40224E+03      -55.1126E-03             NoValue            NoValue
              663.764E-03          1.40516E+03       -1.40227E+03      -55.1126E-03             NoValue            NoValue
              665.008E-03          1.40528E+03       -1.40233E+03      -55.1126E-03        38.7006             2.92661E-06
              666.252E-03          1.40537E+03       -1.40241E+03      -55.1126E-03             NoValue            NoValue
              667.522E-03          1.40544E+03       -1.40252E+03      -55.1126E-03             NoValue            NoValue
              668.766E-03          1.40549E+03       -1.40265E+03      -55.1126E-03             NoValue            NoValue
              670.01E-03           1.40551E+03       -1.4028E+03       -55.1126E-03        38.7006             5.06256E-06
              671.254E-03          1.4055E+03        -1.40296E+03      -55.1126E-03             NoValue            NoValue
              672.524E-03          1.40546E+03       -1.40314E+03      -55.1126E-03             NoValue            NoValue
              673.768E-03          1.4054E+03        -1.40331E+03      -55.1126E-03             NoValue            NoValue
              675.012E-03          1.40531E+03       -1.40347E+03      -55.1126E-03        38.7006             9.1128E-06 
              676.257E-03          1.40521E+03       -1.40362E+03      -55.1126E-03             NoValue            NoValue
              677.501E-03          1.40509E+03       -1.40376E+03      -55.1126E-03             NoValue            NoValue
              678.77E-03           1.40495E+03       -1.40389E+03      -55.1126E-03             NoValue            NoValue
              680.014E-03          1.40479E+03       -1.404E+03        -55.1126E-03        38.7006            14.8718E-06 
              681.259E-03          1.40463E+03       -1.40409E+03      -55.1126E-03             NoValue            NoValue
              682.503E-03          1.40446E+03       -1.40415E+03      -55.1126E-03             NoValue            NoValue
              683.772E-03          1.40428E+03       -1.4042E+03       -55.1126E-03             NoValue            NoValue
              685.017E-03          1.4041E+03        -1.40422E+03      -55.1126E-03        38.7006            19.7483E-06 
              686.261E-03          1.40393E+03       -1.40423E+03      -55.1126E-03             NoValue            NoValue
              687.505E-03          1.40375E+03       -1.40422E+03      -55.1126E-03             NoValue            NoValue
              688.775E-03          1.40356E+03       -1.40421E+03      -55.1126E-03             NoValue            NoValue
              690.019E-03          1.40339E+03       -1.40419E+03      -55.1126E-03        38.7006            18.3973E-06 
              691.263E-03          1.40321E+03       -1.40418E+03      -55.1126E-03             NoValue            NoValue
              692.507E-03          1.40303E+03       -1.40417E+03      -55.1126E-03             NoValue            NoValue
              693.751E-03          1.40287E+03       -1.40417E+03      -55.1126E-03             NoValue            NoValue
              695.021E-03          1.40272E+03       -1.40419E+03      -55.1126E-03        38.7006            10.6795E-06 
              696.265E-03          1.40258E+03       -1.40422E+03      -55.1126E-03             NoValue            NoValue
              697.509E-03          1.40247E+03       -1.40427E+03      -55.1126E-03             NoValue            NoValue
              698.753E-03          1.40237E+03       -1.40434E+03      -55.1126E-03             NoValue            NoValue
              700.023E-03          1.4023E+03        -1.40443E+03      -55.1126E-03        38.7006             3.89329E-06
              701.267E-03          1.40226E+03       -1.40454E+03      -55.1126E-03             NoValue            NoValue
              702.511E-03          1.40223E+03       -1.40466E+03      -55.1126E-03             NoValue            NoValue
              703.756E-03          1.40223E+03       -1.4048E+03       -55.1126E-03             NoValue            NoValue
              705.025E-03          1.40224E+03       -1.40495E+03      -55.1126E-03        38.7006             2.30205E-06
              706.269E-03          1.40228E+03       -1.40509E+03      -55.1126E-03             NoValue            NoValue
              707.514E-03          1.40234E+03       -1.40522E+03      -55.1126E-03             NoValue            NoValue
              708.758E-03          1.40243E+03       -1.40533E+03      -55.1126E-03             NoValue            NoValue
              710.002E-03          1.40254E+03       -1.40541E+03      -55.1126E-03        38.7006             4.25161E-06
              711.272E-03          1.40268E+03       -1.40547E+03      -55.1126E-03             NoValue            NoValue
              712.516E-03          1.40283E+03       -1.40548E+03      -55.1126E-03             NoValue            NoValue
              713.76E-03           1.40299E+03       -1.40547E+03      -55.1126E-03             NoValue            NoValue
              715.004E-03          1.40316E+03       -1.40543E+03      -55.1126E-03        38.7006             8.01025E-06
              716.274E-03          1.40333E+03       -1.40535E+03      -55.1126E-03             NoValue            NoValue
              717.518E-03          1.4035E+03        -1.40526E+03      -55.1126E-03             NoValue            NoValue
              718.762E-03          1.40366E+03       -1.40514E+03      -55.1126E-03             NoValue            NoValue
              720.006E-03          1.40381E+03       -1.405E+03        -55.1126E-03        38.7006            12.9333E-06 
              721.25E-03           1.40394E+03       -1.40485E+03      -55.1126E-03             NoValue            NoValue
              722.52E-03           1.40406E+03       -1.40469E+03      -55.1126E-03             NoValue            NoValue
              723.764E-03          1.40417E+03       -1.40452E+03      -55.1126E-03             NoValue            NoValue
              725.008E-03          1.40425E+03       -1.40435E+03      -55.1126E-03        38.7006            18.0028E-06 
              726.253E-03          1.40431E+03       -1.40417E+03      -55.1126E-03             NoValue            NoValue
              727.522E-03          1.40434E+03       -1.40399E+03      -55.1126E-03             NoValue            NoValue
              728.766E-03          1.40435E+03       -1.40381E+03      -55.1126E-03             NoValue            NoValue
              730.01E-03           1.40435E+03       -1.40364E+03      -55.1126E-03        38.7006            19.4274E-06 
              731.255E-03          1.40433E+03       -1.40346E+03      -55.1126E-03             NoValue            NoValue
              732.524E-03          1.4043E+03        -1.40329E+03      -55.1126E-03             NoValue            NoValue
              733.768E-03          1.40428E+03       -1.40313E+03      -55.1126E-03             NoValue            NoValue
              735.013E-03          1.40427E+03       -1.40297E+03      -55.1126E-03        38.7006            13.8296E-06 
              736.257E-03          1.40427E+03       -1.40282E+03      -55.1126E-03             NoValue            NoValue
              737.501E-03          1.40428E+03       -1.40268E+03      -55.1126E-03             NoValue            NoValue
              738.771E-03          1.40431E+03       -1.40255E+03      -55.1126E-03             NoValue            NoValue
              740.015E-03          1.40435E+03       -1.40243E+03      -55.1126E-03        38.7006             5.51061E-06
              741.259E-03          1.40441E+03       -1.40234E+03      -55.1126E-03             NoValue            NoValue
              742.503E-03          1.40448E+03       -1.40227E+03      -55.1126E-03             NoValue            NoValue
              743.773E-03          1.40457E+03       -1.40222E+03      -55.1126E-03             NoValue            NoValue
              745.017E-03          1.40467E+03       -1.40219E+03      -55.1126E-03        38.7006             1.72648E-06
              746.261E-03          1.40478E+03       -1.40219E+03      -55.1126E-03             NoValue            NoValue
              747.505E-03          1.40489E+03       -1.40222E+03      -55.1126E-03             NoValue            NoValue
              748.775E-03          1.40502E+03       -1.40227E+03      -55.1126E-03             NoValue            NoValue
              750.019E-03          1.40513E+03       -1.40235E+03      -55.1126E-03        38.7006             3.21791E-06
              751.263E-03          1.40524E+03       -1.40245E+03      -55.1126E-03             NoValue            NoValue
              752.507E-03          1.40532E+03       -1.40257E+03      -55.1126E-03             NoValue            NoValue
              753.752E-03          1.40538E+03       -1.40271E+03      -55.1126E-03             NoValue            NoValue
              755.021E-03          1.40541E+03       -1.40287E+03      -55.1126E-03        38.7006             6.99232E-06
              756.265E-03          1.40541E+03       -1.40303E+03      -55.1126E-03             NoValue            NoValue
              757.51E-03           1.40538E+03       -1.4032E+03       -55.1126E-03             NoValue            NoValue
              758.754E-03          1.40532E+03       -1.40337E+03      -55.1126E-03             NoValue            NoValue
              760.023E-03          1.40523E+03       -1.40355E+03      -55.1126E-03        38.7006            11.5719E-06 
              761.268E-03          1.4051E+03        -1.40372E+03      -55.1126E-03             NoValue            NoValue
              762.512E-03          1.40496E+03       -1.40388E+03      -55.1126E-03             NoValue            NoValue
              763.756E-03          1.4048E+03        -1.40402E+03      -55.1126E-03             NoValue            NoValue
              765.E-03             1.40462E+03       -1.40414E+03      -55.1126E-03        38.7006            16.2206E-06 
              766.27E-03           1.40443E+03       -1.40425E+03      -55.1126E-03             NoValue            NoValue
              767.514E-03          1.40424E+03       -1.40433E+03      -55.1126E-03             NoValue            NoValue
              768.758E-03          1.40405E+03       -1.40439E+03      -55.1126E-03             NoValue            NoValue
              770.002E-03          1.40386E+03       -1.40443E+03      -55.1126E-03        38.7006            19.0697E-06 
              771.272E-03          1.40367E+03       -1.40445E+03      -55.1126E-03             NoValue            NoValue
              772.516E-03          1.4035E+03        -1.40446E+03      -55.1126E-03             NoValue            NoValue
              773.76E-03           1.40334E+03       -1.40445E+03      -55.1126E-03             NoValue            NoValue
              775.004E-03          1.40319E+03       -1.40443E+03      -55.1126E-03        38.7006            16.3724E-06 
              776.274E-03          1.40304E+03       -1.40442E+03      -55.1126E-03             NoValue            NoValue
              777.518E-03          1.4029E+03        -1.40439E+03      -55.1126E-03             NoValue            NoValue
              778.762E-03          1.40277E+03       -1.40438E+03      -55.1126E-03             NoValue            NoValue
              780.007E-03          1.40264E+03       -1.40437E+03      -55.1126E-03        38.7006             8.28298E-06
              781.251E-03          1.40253E+03       -1.40438E+03      -55.1126E-03             NoValue            NoValue
              782.52E-03           1.40242E+03       -1.4044E+03       -55.1126E-03             NoValue            NoValue
              783.764E-03          1.40233E+03       -1.40445E+03      -55.1126E-03             NoValue            NoValue
              785.009E-03          1.40226E+03       -1.40451E+03      -55.1126E-03        38.7006             1.91278E-06
              786.253E-03          1.40221E+03       -1.40458E+03      -55.1126E-03             NoValue            NoValue
              787.522E-03          1.40218E+03       -1.40467E+03      -55.1126E-03             NoValue            NoValue
              788.767E-03          1.40219E+03       -1.40477E+03      -55.1126E-03             NoValue            NoValue
              790.011E-03          1.40222E+03       -1.40488E+03      -55.1126E-03        38.7006             1.89643E-06
              791.255E-03          1.40228E+03       -1.40497E+03      -55.1126E-03             NoValue            NoValue
              792.525E-03          1.40236E+03       -1.40507E+03      -55.1126E-03             NoValue            NoValue
              793.769E-03          1.40247E+03       -1.40515E+03      -55.1126E-03             NoValue            NoValue
              795.013E-03          1.40259E+03       -1.40523E+03      -55.1126E-03        38.7006             5.78596E-06
              796.257E-03          1.40273E+03       -1.40528E+03      -55.1126E-03             NoValue            NoValue
              797.501E-03          1.40289E+03       -1.40531E+03      -55.1126E-03             NoValue            NoValue
              798.771E-03          1.40307E+03       -1.40532E+03      -55.1126E-03             NoValue            NoValue
              800.015E-03          1.40324E+03       -1.4053E+03       -55.1126E-03        38.7006            10.4325E-06 
              801.259E-03          1.40343E+03       -1.40524E+03      -55.1126E-03             NoValue            NoValue
              802.503E-03          1.40361E+03       -1.40516E+03      -55.1126E-03             NoValue            NoValue
              803.773E-03          1.40379E+03       -1.40504E+03      -55.1126E-03             NoValue            NoValue
              805.017E-03          1.40395E+03       -1.4049E+03       -55.1126E-03        38.7006            14.8432E-06 
              806.261E-03          1.4041E+03        -1.40474E+03      -55.1126E-03             NoValue            NoValue
              807.506E-03          1.40422E+03       -1.40456E+03      -55.1126E-03             NoValue            NoValue
              808.775E-03          1.40433E+03       -1.40437E+03      -55.1126E-03             NoValue            NoValue
              810.019E-03          1.40441E+03       -1.40418E+03      -55.1126E-03        38.7006            18.0529E-06 
              811.264E-03          1.40448E+03       -1.40398E+03      -55.1126E-03             NoValue            NoValue
              812.508E-03          1.40452E+03       -1.40378E+03      -55.1126E-03             NoValue            NoValue
              813.752E-03          1.40455E+03       -1.40359E+03      -55.1126E-03             NoValue            NoValue
