
                             RF1_forca_1e6_rsd  U1_forca_1e6_rsd_                                      
                  X           _meio_PrendeSet      meio_PuxaSet         forca ie           forca ke    
              502.502E-03          1.40358E+03      -55.0635E-03             NoValue            NoValue
              503.772E-03          1.40351E+03      -55.0622E-03             NoValue            NoValue
              505.016E-03          1.40343E+03      -55.0604E-03        38.5541            32.5298E-06 
              506.26E-03           1.40333E+03      -55.058E-03              NoValue            NoValue
              507.504E-03          1.4032E+03       -55.0552E-03             NoValue            NoValue
              508.774E-03          1.40306E+03      -55.0518E-03             NoValue            NoValue
              510.018E-03          1.4029E+03       -55.0479E-03        38.5366           126.676E-06  
              511.262E-03          1.40271E+03      -55.0436E-03             NoValue            NoValue
              512.506E-03          1.40251E+03      -55.0388E-03             NoValue            NoValue
              513.75E-03           1.40229E+03      -55.0336E-03             NoValue            NoValue
              515.02E-03           1.40205E+03      -55.0277E-03        38.5082           269.13E-06   
              516.264E-03          1.4018E+03       -55.0216E-03             NoValue            NoValue
              517.508E-03          1.40153E+03      -55.0149E-03             NoValue            NoValue
              518.753E-03          1.40124E+03      -55.0079E-03             NoValue            NoValue
              520.022E-03          1.40093E+03      -55.0002E-03        38.4696           439.713E-06  
              521.266E-03          1.40061E+03      -54.9923E-03             NoValue            NoValue
              522.51E-03           1.40027E+03      -54.9841E-03             NoValue            NoValue
              523.755E-03          1.39992E+03      -54.9754E-03             NoValue            NoValue
              525.024E-03          1.39954E+03      -54.9662E-03        38.4219           614.41E-06   
              526.268E-03          1.39916E+03      -54.9568E-03             NoValue            NoValue
              527.513E-03          1.39876E+03      -54.9471E-03             NoValue            NoValue
              528.757E-03          1.39835E+03      -54.9372E-03             NoValue            NoValue
              530.001E-03          1.39794E+03      -54.927E-03         38.367            767.995E-06  
              531.271E-03          1.3975E+03       -54.9162E-03             NoValue            NoValue
              532.515E-03          1.39706E+03      -54.9055E-03             NoValue            NoValue
              533.759E-03          1.39661E+03      -54.8946E-03             NoValue            NoValue
              535.003E-03          1.39616E+03      -54.8836E-03        38.3064           880.398E-06  
              536.273E-03          1.3957E+03       -54.8721E-03             NoValue            NoValue
              537.517E-03          1.39525E+03      -54.8608E-03             NoValue            NoValue
              538.761E-03          1.39479E+03      -54.8494E-03             NoValue            NoValue
              540.005E-03          1.39433E+03      -54.838E-03         38.2427           934.955E-06  
              541.275E-03          1.39387E+03      -54.8262E-03             NoValue            NoValue
              542.519E-03          1.39342E+03      -54.8147E-03             NoValue            NoValue
              543.763E-03          1.39297E+03      -54.8033E-03             NoValue            NoValue
              545.007E-03          1.39254E+03      -54.7919E-03        38.1783           924.062E-06  
              546.252E-03          1.3921E+03       -54.7806E-03             NoValue            NoValue
              547.521E-03          1.39166E+03      -54.7691E-03             NoValue            NoValue
              548.765E-03          1.39124E+03      -54.7579E-03             NoValue            NoValue
              550.01E-03           1.39082E+03      -54.7469E-03        38.1158           849.256E-06  
              551.254E-03          1.39041E+03      -54.7362E-03             NoValue            NoValue
              552.523E-03          1.39E+03         -54.7254E-03             NoValue            NoValue
              553.768E-03          1.3896E+03       -54.7149E-03             NoValue            NoValue
              555.012E-03          1.38921E+03      -54.7048E-03        38.0571           721.039E-06  
              556.256E-03          1.38882E+03      -54.6949E-03             NoValue            NoValue
              557.5E-03            1.38845E+03      -54.6853E-03             NoValue            NoValue
              558.77E-03           1.38807E+03      -54.6758E-03             NoValue            NoValue
              560.014E-03          1.38771E+03      -54.6669E-03        38.0043           557.485E-06  
              561.258E-03          1.38735E+03      -54.6582E-03             NoValue            NoValue
              562.502E-03          1.38701E+03      -54.65E-03               NoValue            NoValue
              563.772E-03          1.38668E+03      -54.6419E-03             NoValue            NoValue
              565.016E-03          1.38636E+03      -54.6344E-03        37.9592           381.604E-06  
              566.26E-03           1.38606E+03      -54.6273E-03             NoValue            NoValue
              567.504E-03          1.38578E+03      -54.6207E-03             NoValue            NoValue
              568.774E-03          1.38551E+03      -54.6144E-03             NoValue            NoValue
              570.018E-03          1.38526E+03      -54.6086E-03        37.9234           218.047E-06  
              571.262E-03          1.38504E+03      -54.6034E-03             NoValue            NoValue
              572.507E-03          1.38483E+03      -54.5986E-03             NoValue            NoValue
              573.751E-03          1.38465E+03      -54.5944E-03             NoValue            NoValue
              575.02E-03           1.38449E+03      -54.5906E-03        37.8983            89.7683E-06 
              576.265E-03          1.38435E+03      -54.5874E-03             NoValue            NoValue
              577.509E-03          1.38423E+03      -54.5847E-03             NoValue            NoValue
              578.753E-03          1.38414E+03      -54.5826E-03             NoValue            NoValue
              580.022E-03          1.38407E+03      -54.5809E-03        37.8849            14.8243E-06 
              581.267E-03          1.38403E+03      -54.5799E-03             NoValue            NoValue
              582.511E-03          1.384E+03        -54.5794E-03             NoValue            NoValue
              583.755E-03          1.384E+03        -54.5794E-03             NoValue            NoValue
              585.025E-03          1.38402E+03      -54.58E-03          37.8835             3.74003E-06
              586.269E-03          1.38407E+03      -54.5811E-03             NoValue            NoValue
              587.513E-03          1.38413E+03      -54.5827E-03             NoValue            NoValue
              588.757E-03          1.38422E+03      -54.5848E-03             NoValue            NoValue
              590.001E-03          1.38433E+03      -54.5874E-03        37.8938            57.6359E-06 
              591.271E-03          1.38446E+03      -54.5906E-03             NoValue            NoValue
              592.515E-03          1.38461E+03      -54.5943E-03             NoValue            NoValue
              593.759E-03          1.38478E+03      -54.5984E-03             NoValue            NoValue
              595.003E-03          1.38497E+03      -54.603E-03         37.9154           169.547E-06  
              596.273E-03          1.38518E+03      -54.6082E-03             NoValue            NoValue
              597.517E-03          1.38541E+03      -54.6137E-03             NoValue            NoValue
              598.761E-03          1.38565E+03      -54.6197E-03             NoValue            NoValue
              600.006E-03          1.38591E+03      -54.6261E-03        37.9474           323.664E-06  
              601.275E-03          1.3862E+03       -54.6331E-03             NoValue            NoValue
              602.519E-03          1.38649E+03      -54.6403E-03             NoValue            NoValue
              603.764E-03          1.3868E+03       -54.648E-03              NoValue            NoValue
              605.008E-03          1.38712E+03      -54.656E-03         37.9889           498.309E-06  
              606.252E-03          1.38746E+03      -54.6645E-03             NoValue            NoValue
              607.522E-03          1.38783E+03      -54.6735E-03             NoValue            NoValue
              608.766E-03          1.3882E+03       -54.6826E-03             NoValue            NoValue
              610.01E-03           1.38858E+03      -54.6922E-03        38.0391           669.003E-06  
              611.254E-03          1.38897E+03      -54.702E-03              NoValue            NoValue
              612.524E-03          1.38939E+03      -54.7123E-03             NoValue            NoValue
              613.768E-03          1.3898E+03       -54.7226E-03             NoValue            NoValue
              615.012E-03          1.39023E+03      -54.7333E-03        38.0962           811.866E-06  
              616.256E-03          1.39066E+03      -54.7441E-03             NoValue            NoValue
              617.5E-03            1.39111E+03      -54.7551E-03             NoValue            NoValue
              618.77E-03           1.39157E+03      -54.7665E-03             NoValue            NoValue
              620.014E-03          1.39202E+03      -54.7778E-03        38.1582           906.845E-06  
              621.258E-03          1.39248E+03      -54.7893E-03             NoValue            NoValue
              622.503E-03          1.39293E+03      -54.8008E-03             NoValue            NoValue
              623.772E-03          1.3934E+03       -54.8125E-03             NoValue            NoValue
              625.016E-03          1.39386E+03      -54.8241E-03        38.2227           940.601E-06  
              626.26E-03           1.39431E+03      -54.8357E-03             NoValue            NoValue
              627.505E-03          1.39476E+03      -54.8473E-03             NoValue            NoValue
              628.774E-03          1.39522E+03      -54.859E-03              NoValue            NoValue
              630.018E-03          1.39566E+03      -54.8704E-03        38.2871           908.442E-06  
              631.263E-03          1.39609E+03      -54.8816E-03             NoValue            NoValue
              632.507E-03          1.39652E+03      -54.8928E-03             NoValue            NoValue
              633.751E-03          1.39693E+03      -54.9038E-03             NoValue            NoValue
              635.021E-03          1.39735E+03      -54.9148E-03        38.3492           814.892E-06  
              636.265E-03          1.39775E+03      -54.9254E-03             NoValue            NoValue
              637.509E-03          1.39815E+03      -54.9358E-03             NoValue            NoValue
              638.753E-03          1.39853E+03      -54.9459E-03             NoValue            NoValue
              640.023E-03          1.39892E+03      -54.956E-03         38.4067           673.04E-06   
              641.267E-03          1.39928E+03      -54.9656E-03             NoValue            NoValue
              642.511E-03          1.39965E+03      -54.9748E-03             NoValue            NoValue
              643.755E-03          1.39999E+03      -54.9838E-03             NoValue            NoValue
              645.025E-03          1.40034E+03      -54.9925E-03        38.4578           502.809E-06  
              646.269E-03          1.40067E+03      -55.0007E-03             NoValue            NoValue
              647.513E-03          1.40099E+03      -55.0086E-03             NoValue            NoValue
              648.757E-03          1.4013E+03       -55.016E-03              NoValue            NoValue
              650.002E-03          1.40159E+03      -55.023E-03         38.5004           328.943E-06  
              651.271E-03          1.40187E+03      -55.0297E-03             NoValue            NoValue
              652.515E-03          1.40213E+03      -55.0358E-03             NoValue            NoValue
              653.76E-03           1.40238E+03      -55.0414E-03             NoValue            NoValue
              655.004E-03          1.4026E+03       -55.0466E-03        38.5335           173.99E-06   
              656.273E-03          1.40281E+03      -55.0514E-03             NoValue            NoValue
              657.518E-03          1.40299E+03      -55.0556E-03             NoValue            NoValue
              658.762E-03          1.40315E+03      -55.0593E-03             NoValue            NoValue
              660.006E-03          1.40329E+03      -55.0624E-03        38.5556            60.5062E-06 
              661.25E-03           1.40341E+03      -55.065E-03              NoValue            NoValue
              662.52E-03           1.4035E+03       -55.0671E-03             NoValue            NoValue
              663.764E-03          1.40356E+03      -55.0686E-03             NoValue            NoValue
              665.008E-03          1.4036E+03       -55.0696E-03        38.5657             4.39702E-06
              666.252E-03          1.40362E+03      -55.0701E-03             NoValue            NoValue
              667.522E-03          1.40361E+03      -55.0699E-03             NoValue            NoValue
              668.766E-03          1.40358E+03      -55.0693E-03             NoValue            NoValue
              670.01E-03           1.40353E+03      -55.0681E-03        38.5636            13.4823E-06 
              671.254E-03          1.40345E+03      -55.0664E-03             NoValue            NoValue
              672.524E-03          1.40336E+03      -55.0642E-03             NoValue            NoValue
              673.768E-03          1.40324E+03      -55.0614E-03             NoValue            NoValue
              675.012E-03          1.4031E+03       -55.0582E-03        38.5496            86.409E-06  
              676.257E-03          1.40295E+03      -55.0545E-03             NoValue            NoValue
              677.501E-03          1.40278E+03      -55.0502E-03             NoValue            NoValue
              678.77E-03           1.40258E+03      -55.0454E-03             NoValue            NoValue
              680.014E-03          1.40236E+03      -55.0403E-03        38.5245           212.916E-06  
              681.259E-03          1.40213E+03      -55.0347E-03             NoValue            NoValue
              682.503E-03          1.40189E+03      -55.0286E-03             NoValue            NoValue
              683.772E-03          1.40162E+03      -55.022E-03              NoValue            NoValue
              685.017E-03          1.40133E+03      -55.0151E-03        38.4892           375.209E-06  
              686.261E-03          1.40103E+03      -55.0078E-03             NoValue            NoValue
              687.505E-03          1.40072E+03      -55.E-03                 NoValue            NoValue
              688.775E-03          1.40038E+03      -54.9918E-03             NoValue            NoValue
              690.019E-03          1.40004E+03      -54.9833E-03        38.4447           550.423E-06  
              691.263E-03          1.39968E+03      -54.9745E-03             NoValue            NoValue
              692.507E-03          1.39931E+03      -54.9653E-03             NoValue            NoValue
              693.751E-03          1.39892E+03      -54.9558E-03             NoValue            NoValue
              695.021E-03          1.39852E+03      -54.9458E-03        38.3923           713.951E-06  
              696.265E-03          1.39812E+03      -54.9358E-03             NoValue            NoValue
              697.509E-03          1.3977E+03       -54.9254E-03             NoValue            NoValue
              698.753E-03          1.39727E+03      -54.9149E-03             NoValue            NoValue
              700.023E-03          1.39683E+03      -54.9038E-03        38.3336           842.895E-06  
              701.267E-03          1.39639E+03      -54.8928E-03             NoValue            NoValue
              702.511E-03          1.39595E+03      -54.8817E-03             NoValue            NoValue
              703.756E-03          1.39549E+03      -54.8704E-03             NoValue            NoValue
              705.025E-03          1.39503E+03      -54.8588E-03        38.2707           919.148E-06  
              706.269E-03          1.39457E+03      -54.8473E-03             NoValue            NoValue
              707.514E-03          1.39411E+03      -54.8358E-03             NoValue            NoValue
              708.758E-03          1.39366E+03      -54.8242E-03             NoValue            NoValue
              710.002E-03          1.3932E+03       -54.8127E-03        38.2064           932.076E-06  
              711.272E-03          1.39274E+03      -54.8009E-03             NoValue            NoValue
              712.516E-03          1.39229E+03      -54.7895E-03             NoValue            NoValue
              713.76E-03           1.39185E+03      -54.7782E-03             NoValue            NoValue
              715.004E-03          1.39141E+03      -54.767E-03         38.1428           880.042E-06  
              716.274E-03          1.39098E+03      -54.7557E-03             NoValue            NoValue
              717.518E-03          1.39056E+03      -54.7448E-03             NoValue            NoValue
              718.762E-03          1.39014E+03      -54.7341E-03             NoValue            NoValue
              720.006E-03          1.38974E+03      -54.7236E-03        38.0824           770.151E-06  
              721.25E-03           1.38935E+03      -54.7133E-03             NoValue            NoValue
              722.52E-03           1.38896E+03      -54.7031E-03             NoValue            NoValue
              723.764E-03          1.38859E+03      -54.6934E-03             NoValue            NoValue
              725.008E-03          1.38823E+03      -54.6839E-03        38.0273           617.797E-06  
              726.253E-03          1.38788E+03      -54.6749E-03             NoValue            NoValue
              727.522E-03          1.38753E+03      -54.6659E-03             NoValue            NoValue
              728.766E-03          1.3872E+03       -54.6574E-03             NoValue            NoValue
              730.01E-03           1.38688E+03      -54.6494E-03        37.9792           444.381E-06  
              731.255E-03          1.38657E+03      -54.6417E-03             NoValue            NoValue
              732.524E-03          1.38627E+03      -54.6343E-03             NoValue            NoValue
              733.768E-03          1.38599E+03      -54.6275E-03             NoValue            NoValue
              735.013E-03          1.38572E+03      -54.6211E-03        37.9399           274.266E-06  
              736.257E-03          1.38546E+03      -54.6151E-03             NoValue            NoValue
              737.501E-03          1.38523E+03      -54.6096E-03             NoValue            NoValue
              738.771E-03          1.38501E+03      -54.6046E-03             NoValue            NoValue
              740.015E-03          1.38481E+03      -54.6E-03           37.9107           131.263E-06  
              741.259E-03          1.38463E+03      -54.596E-03              NoValue            NoValue
              742.503E-03          1.38447E+03      -54.5925E-03             NoValue            NoValue
              743.773E-03          1.38433E+03      -54.5895E-03             NoValue            NoValue
              745.017E-03          1.38421E+03      -54.587E-03         37.8927            35.3744E-06 
              746.261E-03          1.38412E+03      -54.5851E-03             NoValue            NoValue
              747.505E-03          1.38406E+03      -54.5838E-03             NoValue            NoValue
              748.775E-03          1.38402E+03      -54.5829E-03             NoValue            NoValue
              750.019E-03          1.384E+03        -54.5827E-03        37.8866            72.495E-09  
              751.263E-03          1.38401E+03      -54.5829E-03             NoValue            NoValue
              752.507E-03          1.38405E+03      -54.5837E-03             NoValue            NoValue
              753.752E-03          1.3841E+03       -54.585E-03              NoValue            NoValue
              755.021E-03          1.38419E+03      -54.5869E-03        37.8925            30.3038E-06 
              756.265E-03          1.38429E+03      -54.5893E-03             NoValue            NoValue
              757.51E-03           1.38442E+03      -54.5922E-03             NoValue            NoValue
              758.754E-03          1.38456E+03      -54.5956E-03             NoValue            NoValue
              760.023E-03          1.38473E+03      -54.5996E-03        37.9101           121.776E-06  
              761.268E-03          1.38491E+03      -54.604E-03              NoValue            NoValue
              762.512E-03          1.38511E+03      -54.6089E-03             NoValue            NoValue
              763.756E-03          1.38534E+03      -54.6142E-03             NoValue            NoValue
              765.E-03             1.38557E+03      -54.62E-03          37.9383           260.841E-06  
              766.27E-03           1.38583E+03      -54.6263E-03             NoValue            NoValue
              767.514E-03          1.3861E+03       -54.633E-03              NoValue            NoValue
              768.758E-03          1.38639E+03      -54.64E-03               NoValue            NoValue
              770.002E-03          1.38669E+03      -54.6475E-03        37.9765           429.379E-06  
              771.272E-03          1.38701E+03      -54.6554E-03             NoValue            NoValue
              772.516E-03          1.38735E+03      -54.6637E-03             NoValue            NoValue
              773.76E-03           1.38769E+03      -54.6722E-03             NoValue            NoValue
              775.004E-03          1.38805E+03      -54.6812E-03        38.0233           603.085E-06  
              776.274E-03          1.38843E+03      -54.6906E-03             NoValue            NoValue
              777.518E-03          1.38882E+03      -54.7002E-03             NoValue            NoValue
              778.762E-03          1.38921E+03      -54.71E-03               NoValue            NoValue
              780.007E-03          1.38962E+03      -54.7201E-03        38.0774           757.575E-06  
              781.251E-03          1.39004E+03      -54.7305E-03             NoValue            NoValue
              782.52E-03           1.39047E+03      -54.7413E-03             NoValue            NoValue
              783.764E-03          1.39091E+03      -54.7522E-03             NoValue            NoValue
              785.009E-03          1.39135E+03      -54.7632E-03        38.1373           871.231E-06  
              786.253E-03          1.39179E+03      -54.7743E-03             NoValue            NoValue
              787.522E-03          1.39226E+03      -54.7858E-03             NoValue            NoValue
              788.767E-03          1.39271E+03      -54.7973E-03             NoValue            NoValue
              790.011E-03          1.39316E+03      -54.8087E-03        38.2008           928.115E-06  
              791.255E-03          1.39362E+03      -54.8203E-03             NoValue            NoValue
              792.525E-03          1.39408E+03      -54.8321E-03             NoValue            NoValue
              793.769E-03          1.39454E+03      -54.8436E-03             NoValue            NoValue
              795.013E-03          1.39499E+03      -54.8551E-03        38.2654           920.206E-06  
              796.257E-03          1.39544E+03      -54.8665E-03             NoValue            NoValue
              797.501E-03          1.39588E+03      -54.8779E-03             NoValue            NoValue
              798.771E-03          1.39632E+03      -54.8893E-03             NoValue            NoValue
              800.015E-03          1.39675E+03      -54.9003E-03        38.3285           848.659E-06  
              801.259E-03          1.39717E+03      -54.9112E-03             NoValue            NoValue
              802.503E-03          1.39758E+03      -54.9219E-03             NoValue            NoValue
              803.773E-03          1.398E+03        -54.9325E-03             NoValue            NoValue
              805.017E-03          1.39839E+03      -54.9427E-03        38.3877           723.538E-06  
              806.261E-03          1.39877E+03      -54.9527E-03             NoValue            NoValue
              807.506E-03          1.39915E+03      -54.9623E-03             NoValue            NoValue
              808.775E-03          1.39951E+03      -54.9718E-03             NoValue            NoValue
              810.019E-03          1.39986E+03      -54.9809E-03        38.4411           562.373E-06  
              811.264E-03          1.40019E+03      -54.9895E-03             NoValue            NoValue
              812.508E-03          1.40052E+03      -54.9979E-03             NoValue            NoValue
              813.752E-03          1.40083E+03      -55.0058E-03             NoValue            NoValue
              815.021E-03          1.40113E+03      -55.0135E-03        38.4867           387.777E-06  
              816.266E-03          1.40141E+03      -55.0206E-03             NoValue            NoValue
              817.51E-03           1.40169E+03      -55.0274E-03             NoValue            NoValue
              818.754E-03          1.40194E+03      -55.0336E-03             NoValue            NoValue
              820.024E-03          1.40219E+03      -55.0395E-03        38.5232           224.259E-06  
              821.268E-03          1.40241E+03      -55.0449E-03             NoValue            NoValue
              822.512E-03          1.40263E+03      -55.0498E-03             NoValue            NoValue
              823.756E-03          1.40282E+03      -55.0542E-03             NoValue            NoValue
              825.E-03             1.40299E+03      -55.0581E-03        38.5492            95.2316E-06 
              826.27E-03           1.40315E+03      -55.0615E-03             NoValue            NoValue
              827.514E-03          1.40329E+03      -55.0643E-03             NoValue            NoValue
              828.758E-03          1.4034E+03       -55.0667E-03             NoValue            NoValue
              830.003E-03          1.40349E+03      -55.0685E-03        38.5637            17.4156E-06 
              831.272E-03          1.40355E+03      -55.0697E-03             NoValue            NoValue
              832.516E-03          1.40359E+03      -55.0705E-03             NoValue            NoValue
              833.76E-03           1.40361E+03      -55.0706E-03             NoValue            NoValue
              835.005E-03          1.4036E+03       -55.0702E-03        38.5662             2.48623E-06
              836.274E-03          1.40356E+03      -55.0693E-03             NoValue            NoValue
              837.518E-03          1.4035E+03       -55.0678E-03             NoValue            NoValue
              838.763E-03          1.40341E+03      -55.0659E-03             NoValue            NoValue
              840.007E-03          1.40331E+03      -55.0634E-03        38.5566            52.5298E-06 
              841.251E-03          1.40318E+03      -55.0604E-03             NoValue            NoValue
              842.521E-03          1.40302E+03      -55.0568E-03             NoValue            NoValue
              843.765E-03          1.40285E+03      -55.0527E-03             NoValue            NoValue
              845.009E-03          1.40266E+03      -55.0482E-03        38.5354           160.455E-06  
              846.253E-03          1.40245E+03      -55.0433E-03             NoValue            NoValue
              847.523E-03          1.40221E+03      -55.0377E-03             NoValue            NoValue
              848.767E-03          1.40197E+03      -55.0318E-03             NoValue            NoValue
              850.011E-03          1.4017E+03       -55.0255E-03        38.5035           311.081E-06  
              851.255E-03          1.40143E+03      -55.0187E-03             NoValue            NoValue
              852.525E-03          1.40113E+03      -55.0114E-03             NoValue            NoValue
              853.769E-03          1.40082E+03      -55.0039E-03             NoValue            NoValue
              855.013E-03          1.40049E+03      -54.9959E-03        38.4621           483.257E-06  
              856.257E-03          1.40016E+03      -54.9876E-03             NoValue            NoValue
              857.502E-03          1.39981E+03      -54.979E-03              NoValue            NoValue
              858.771E-03          1.39945E+03      -54.9698E-03             NoValue            NoValue
              860.015E-03          1.39907E+03      -54.9604E-03        38.4125           652.771E-06  
              861.26E-03           1.39869E+03      -54.9508E-03             NoValue            NoValue
              862.504E-03          1.39829E+03      -54.941E-03              NoValue            NoValue
              863.773E-03          1.39788E+03      -54.9307E-03             NoValue            NoValue
              865.018E-03          1.39746E+03      -54.9202E-03        38.3563           795.821E-06  
              866.262E-03          1.39703E+03      -54.9097E-03             NoValue            NoValue
              867.506E-03          1.3966E+03       -54.8989E-03             NoValue            NoValue
              868.75E-03           1.39616E+03      -54.8879E-03             NoValue            NoValue
              870.02E-03           1.39571E+03      -54.8765E-03        38.2952           892.386E-06  
              871.264E-03          1.39526E+03      -54.8652E-03             NoValue            NoValue
              872.508E-03          1.3948E+03       -54.8539E-03             NoValue            NoValue
              873.752E-03          1.39435E+03      -54.8424E-03             NoValue            NoValue
              875.022E-03          1.39388E+03      -54.8307E-03        38.2313           928.93E-06   
              876.266E-03          1.39342E+03      -54.8192E-03             NoValue            NoValue
              877.51E-03           1.39297E+03      -54.8077E-03             NoValue            NoValue
              878.754E-03          1.39252E+03      -54.7962E-03             NoValue            NoValue
              880.024E-03          1.39207E+03      -54.7846E-03        38.167            900.289E-06  
              881.268E-03          1.39163E+03      -54.7733E-03             NoValue            NoValue
              882.512E-03          1.39119E+03      -54.7621E-03             NoValue            NoValue
              883.757E-03          1.39076E+03      -54.7512E-03             NoValue            NoValue
              885.001E-03          1.39034E+03      -54.7403E-03        38.1054           811.104E-06  
              886.27E-03           1.38992E+03      -54.7295E-03             NoValue            NoValue
              887.514E-03          1.38952E+03      -54.7191E-03             NoValue            NoValue
              888.759E-03          1.38913E+03      -54.709E-03              NoValue            NoValue
              890.003E-03          1.38875E+03      -54.6991E-03        38.0481           673.028E-06  
              891.272E-03          1.38837E+03      -54.6894E-03             NoValue            NoValue
              892.517E-03          1.38802E+03      -54.6801E-03             NoValue            NoValue
              893.761E-03          1.38767E+03      -54.6713E-03             NoValue            NoValue
              895.005E-03          1.38734E+03      -54.6627E-03        37.9975           505.722E-06  
              896.275E-03          1.38702E+03      -54.6543E-03             NoValue            NoValue
              897.519E-03          1.38671E+03      -54.6466E-03             NoValue            NoValue
              898.763E-03          1.38642E+03      -54.6391E-03             NoValue            NoValue
              900.007E-03          1.38614E+03      -54.6321E-03        37.9551           332.652E-06  
              901.251E-03          1.38587E+03      -54.6256E-03             NoValue            NoValue
              902.521E-03          1.38562E+03      -54.6194E-03             NoValue            NoValue
              903.765E-03          1.38539E+03      -54.6137E-03             NoValue            NoValue
              905.009E-03          1.38517E+03      -54.6085E-03        37.9222           178.114E-06  
              906.253E-03          1.38497E+03      -54.6037E-03             NoValue            NoValue
              907.523E-03          1.38479E+03      -54.5995E-03             NoValue            NoValue
              908.767E-03          1.38462E+03      -54.5957E-03             NoValue            NoValue
              910.011E-03          1.38448E+03      -54.5925E-03        37.9001            63.7399E-06 
              911.256E-03          1.38435E+03      -54.5898E-03             NoValue            NoValue
              912.525E-03          1.38424E+03      -54.5876E-03             NoValue            NoValue
              913.769E-03          1.38416E+03      -54.5859E-03             NoValue            NoValue
              915.014E-03          1.3841E+03       -54.5848E-03        37.8894             5.50082E-06
              916.258E-03          1.38406E+03      -54.5843E-03             NoValue            NoValue
              917.502E-03          1.38405E+03      -54.5843E-03             NoValue            NoValue
              918.771E-03          1.38406E+03      -54.5847E-03             NoValue            NoValue
              920.016E-03          1.38409E+03      -54.5858E-03        37.8908            11.5652E-06 
              921.26E-03           1.38415E+03      -54.5874E-03             NoValue            NoValue
              922.504E-03          1.38423E+03      -54.5895E-03             NoValue            NoValue
              923.774E-03          1.38434E+03      -54.5922E-03             NoValue            NoValue
              925.018E-03          1.38447E+03      -54.5953E-03        37.904             81.091E-06  
              926.262E-03          1.38463E+03      -54.599E-03              NoValue            NoValue
              927.506E-03          1.38481E+03      -54.6032E-03             NoValue            NoValue
              928.75E-03           1.38501E+03      -54.6078E-03             NoValue            NoValue
              930.02E-03           1.38523E+03      -54.613E-03         37.9285           204.266E-06  
              931.264E-03          1.38547E+03      -54.6186E-03             NoValue            NoValue
              932.508E-03          1.38573E+03      -54.6246E-03             NoValue            NoValue
              933.753E-03          1.386E+03        -54.6311E-03             NoValue            NoValue
              935.022E-03          1.38629E+03      -54.6381E-03        37.9633           363.76E-06   
              936.266E-03          1.38659E+03      -54.6454E-03             NoValue            NoValue
              937.51E-03           1.38691E+03      -54.6531E-03             NoValue            NoValue
              938.755E-03          1.38724E+03      -54.6611E-03             NoValue            NoValue
              940.024E-03          1.38758E+03      -54.6697E-03        38.0071           537.191E-06  
              941.268E-03          1.38794E+03      -54.6785E-03             NoValue            NoValue
              942.513E-03          1.3883E+03       -54.6875E-03             NoValue            NoValue
              943.757E-03          1.38868E+03      -54.6969E-03             NoValue            NoValue
              945.001E-03          1.38906E+03      -54.7065E-03        38.0584           699.432E-06  
              946.271E-03          1.38947E+03      -54.7167E-03             NoValue            NoValue
              947.515E-03          1.38987E+03      -54.7269E-03             NoValue            NoValue
              948.759E-03          1.39029E+03      -54.7373E-03             NoValue            NoValue
              950.003E-03          1.39071E+03      -54.7479E-03        38.1159           829.337E-06  
              951.273E-03          1.39115E+03      -54.7589E-03             NoValue            NoValue
              952.517E-03          1.39159E+03      -54.77E-03               NoValue            NoValue
              953.761E-03          1.39203E+03      -54.7811E-03             NoValue            NoValue
              955.005E-03          1.39248E+03      -54.7923E-03        38.1778           907.854E-06  
              956.275E-03          1.39294E+03      -54.804E-03              NoValue            NoValue
              957.519E-03          1.3934E+03       -54.8154E-03             NoValue            NoValue
              958.763E-03          1.39385E+03      -54.8268E-03             NoValue            NoValue
              960.007E-03          1.39431E+03      -54.8384E-03        38.2418           923.987E-06  
              961.252E-03          1.39476E+03      -54.8498E-03             NoValue            NoValue
              962.521E-03          1.39522E+03      -54.8615E-03             NoValue            NoValue
              963.765E-03          1.39566E+03      -54.8728E-03             NoValue            NoValue
              965.01E-03           1.39611E+03      -54.8841E-03        38.3056           875.444E-06  
              966.254E-03          1.39654E+03      -54.8952E-03             NoValue            NoValue
              967.523E-03          1.39698E+03      -54.9063E-03             NoValue            NoValue
              968.768E-03          1.39739E+03      -54.9171E-03             NoValue            NoValue
              970.012E-03          1.3978E+03       -54.9277E-03        38.3666           769.05E-06   
              971.256E-03          1.39821E+03      -54.9381E-03             NoValue            NoValue
              972.5E-03            1.39859E+03      -54.9482E-03             NoValue            NoValue
              973.77E-03           1.39898E+03      -54.9581E-03             NoValue            NoValue
              975.014E-03          1.39935E+03      -54.9676E-03        38.4224           619.769E-06  
              976.258E-03          1.3997E+03       -54.9768E-03             NoValue            NoValue
              977.502E-03          1.40004E+03      -54.9856E-03             NoValue            NoValue
              978.772E-03          1.40038E+03      -54.9942E-03             NoValue            NoValue
              980.016E-03          1.40069E+03      -55.0023E-03        38.4709           448.537E-06  
              981.26E-03           1.40099E+03      -55.01E-03               NoValue            NoValue
              982.504E-03          1.40127E+03      -55.0172E-03             NoValue            NoValue
              983.774E-03          1.40155E+03      -55.0242E-03             NoValue            NoValue
              985.018E-03          1.40181E+03      -55.0306E-03        38.5105           279.352E-06  
              986.262E-03          1.40205E+03      -55.0366E-03             NoValue            NoValue
              987.507E-03          1.40228E+03      -55.0421E-03             NoValue            NoValue
              988.751E-03          1.40249E+03      -55.0472E-03             NoValue            NoValue
